idx,distractors,condition,good,bad
838,4,subj_sg_d1_pl_d2_pl_d3_pl_d4_pl,"The [wug] beside the cats, in front of the dogs, next to the horses, and past the women sleeps soundly.","The [wug] beside the cats, in front of the dogs, next to the horses, and past the women sleep soundly."
839,4,subj_pl_d1_sg_d2_sg_d3_sg_d4_sg,"The [wugs] beside the cat, in front of the dog, next to the horse, and past the woman sleep soundly.","The [wugs] beside the cat, in front of the dog, next to the horse, and past the woman sleeps soundly."
840,0,subj_sg,The [wug] sleeps soundly.,The [wug] sleep soundly.
841,0,subj_pl,The [wugs] sleep soundly.,The [wugs] sleeps soundly.
842,1,subj_sg_d1_pl,The [wug] in front of the dogs sleeps soundly.,The [wug] in front of the dogs sleep soundly.
843,1,subj_pl_d1_sg,The [wugs] in front of the dog sleep soundly.,The [wugs] in front of the dog sleeps soundly.
844,2,subj_sg_d1_pl_d2_pl,The [wug] in front of the dogs and next to the horses sleeps soundly.,The [wug] in front of the dogs and next to the horses sleep soundly.
845,2,subj_pl_d1_sg_d2_sg,The [wugs] in front of the dog and next to the horse sleep soundly.,The [wugs] in front of the dog and next to the horse sleeps soundly.
846,3,subj_sg_d1_pl_d2_pl_d3_pl,"The [wug] in front of the dogs, next to the horses, and past the women sleeps soundly.","The [wug] in front of the dogs, next to the horses, and past the women sleep soundly."
847,3,subj_pl_d1_sg_d2_sg_d3_sg,"The [wugs] in front of the dog, next to the horse, and past the woman sleep soundly.","The [wugs] in front of the dog, next to the horse, and past the woman sleeps soundly."
848,4,subj_sg_d1_pl_d2_pl_d3_pl_d4_pl,"The [wug] in front of the dogs, next to the horses, past the women, and near the men sleeps soundly.","The [wug] in front of the dogs, next to the horses, past the women, and near the men sleep soundly."
849,4,subj_pl_d1_sg_d2_sg_d3_sg_d4_sg,"The [wugs] in front of the dog, next to the horse, past the woman, and near the man sleep soundly.","The [wugs] in front of the dog, next to the horse, past the woman, and near the man sleeps soundly."
850,0,subj_sg,The [wug] sleeps soundly.,The [wug] sleep soundly.
851,0,subj_pl,The [wugs] sleep soundly.,The [wugs] sleeps soundly.
852,1,subj_sg_d1_pl,The [wug] next to the horses sleeps soundly.,The [wug] next to the horses sleep soundly.
853,1,subj_pl_d1_sg,The [wugs] next to the horse sleep soundly.,The [wugs] next to the horse sleeps soundly.
854,2,subj_sg_d1_pl_d2_pl,The [wug] next to the horses and past the women sleeps soundly.,The [wug] next to the horses and past the women sleep soundly.
855,2,subj_pl_d1_sg_d2_sg,The [wugs] next to the horse and past the woman sleep soundly.,The [wugs] next to the horse and past the woman sleeps soundly.
856,3,subj_sg_d1_pl_d2_pl_d3_pl,"The [wug] next to the horses, past the women, and near the men sleeps soundly.","The [wug] next to the horses, past the women, and near the men sleep soundly."
857,3,subj_pl_d1_sg_d2_sg_d3_sg,"The [wugs] next to the horse, past the woman, and near the man sleep soundly.","The [wugs] next to the horse, past the woman, and near the man sleeps soundly."
858,4,subj_sg_d1_pl_d2_pl_d3_pl_d4_pl,"The [wug] next to the horses, past the women, near the men, and behind the foxes sleeps soundly.","The [wug] next to the horses, past the women, near the men, and behind the foxes sleep soundly."
859,4,subj_pl_d1_sg_d2_sg_d3_sg_d4_sg,"The [wugs] next to the horse, past the woman, near the man, and behind the fox sleep soundly.","The [wugs] next to the horse, past the woman, near the man, and behind the fox sleeps soundly."
860,0,subj_sg,The [wug] sleeps soundly.,The [wug] sleep soundly.
861,0,subj_pl,The [wugs] sleep soundly.,The [wugs] sleeps soundly.
862,1,subj_sg_d1_pl,The [wug] past the women sleeps soundly.,The [wug] past the women sleep soundly.
863,1,subj_pl_d1_sg,The [wugs] past the woman sleep soundly.,The [wugs] past the woman sleeps soundly.
864,2,subj_sg_d1_pl_d2_pl,The [wug] past the women and near the men sleeps soundly.,The [wug] past the women and near the men sleep soundly.
865,2,subj_pl_d1_sg_d2_sg,The [wugs] past the woman and near the man sleep soundly.,The [wugs] past the woman and near the man sleeps soundly.
866,3,subj_sg_d1_pl_d2_pl_d3_pl,"The [wug] past the women, near the men, and behind the foxes sleeps soundly.","The [wug] past the women, near the men, and behind the foxes sleep soundly."
867,3,subj_pl_d1_sg_d2_sg_d3_sg,"The [wugs] past the woman, near the man, and behind the fox sleep soundly.","The [wugs] past the woman, near the man, and behind the fox sleeps soundly."
868,4,subj_sg_d1_pl_d2_pl_d3_pl_d4_pl,"The [wug] past the women, near the men, behind the foxes, and under the birds sleeps soundly.","The [wug] past the women, near the men, behind the foxes, and under the birds sleep soundly."
869,4,subj_pl_d1_sg_d2_sg_d3_sg_d4_sg,"The [wugs] past the woman, near the man, behind the fox, and under the bird sleep soundly.","The [wugs] past the woman, near the man, behind the fox, and under the bird sleeps soundly."
870,0,subj_sg,The [wug] sleeps soundly.,The [wug] sleep soundly.
871,0,subj_pl,The [wugs] sleep soundly.,The [wugs] sleeps soundly.
872,1,subj_sg_d1_pl,The [wug] near the men sleeps soundly.,The [wug] near the men sleep soundly.
873,1,subj_pl_d1_sg,The [wugs] near the man sleep soundly.,The [wugs] near the man sleeps soundly.
874,2,subj_sg_d1_pl_d2_pl,The [wug] near the men and behind the foxes sleeps soundly.,The [wug] near the men and behind the foxes sleep soundly.
875,2,subj_pl_d1_sg_d2_sg,The [wugs] near the man and behind the fox sleep soundly.,The [wugs] near the man and behind the fox sleeps soundly.
876,3,subj_sg_d1_pl_d2_pl_d3_pl,"The [wug] near the men, behind the foxes, and under the birds sleeps soundly.","The [wug] near the men, behind the foxes, and under the birds sleep soundly."
877,3,subj_pl_d1_sg_d2_sg_d3_sg,"The [wugs] near the man, behind the fox, and under the bird sleep soundly.","The [wugs] near the man, behind the fox, and under the bird sleeps soundly."
878,4,subj_sg_d1_pl_d2_pl_d3_pl_d4_pl,"The [wug] near the men, behind the foxes, under the birds, and beside the trees sleeps soundly.","The [wug] near the men, behind the foxes, under the birds, and beside the trees sleep soundly."
879,4,subj_pl_d1_sg_d2_sg_d3_sg_d4_sg,"The [wugs] near the man, behind the fox, under the bird, and beside the tree sleep soundly.","The [wugs] near the man, behind the fox, under the bird, and beside the tree sleeps soundly."
880,0,subj_sg,The [wug] sleeps soundly.,The [wug] sleep soundly.
881,0,subj_pl,The [wugs] sleep soundly.,The [wugs] sleeps soundly.
882,1,subj_sg_d1_pl,The [wug] behind the foxes sleeps soundly.,The [wug] behind the foxes sleep soundly.
883,1,subj_pl_d1_sg,The [wugs] behind the fox sleep soundly.,The [wugs] behind the fox sleeps soundly.
884,2,subj_sg_d1_pl_d2_pl,The [wug] behind the foxes and under the birds sleeps soundly.,The [wug] behind the foxes and under the birds sleep soundly.
885,2,subj_pl_d1_sg_d2_sg,The [wugs] behind the fox and under the bird sleep soundly.,The [wugs] behind the fox and under the bird sleeps soundly.
886,3,subj_sg_d1_pl_d2_pl_d3_pl,"The [wug] behind the foxes, under the birds, and beside the trees sleeps soundly.","The [wug] behind the foxes, under the birds, and beside the trees sleep soundly."
887,3,subj_pl_d1_sg_d2_sg_d3_sg,"The [wugs] behind the fox, under the bird, and beside the tree sleep soundly.","The [wugs] behind the fox, under the bird, and beside the tree sleeps soundly."
888,4,subj_sg_d1_pl_d2_pl_d3_pl_d4_pl,"The [wug] behind the foxes, under the birds, beside the trees, and in front of the cars sleeps soundly.","The [wug] behind the foxes, under the birds, beside the trees, and in front of the cars sleep soundly."
889,4,subj_pl_d1_sg_d2_sg_d3_sg_d4_sg,"The [wugs] behind the fox, under the bird, beside the tree, and in front of the car sleep soundly.","The [wugs] behind the fox, under the bird, beside the tree, and in front of the car sleeps soundly."
890,0,subj_sg,The [wug] sleeps soundly.,The [wug] sleep soundly.
891,0,subj_pl,The [wugs] sleep soundly.,The [wugs] sleeps soundly.
892,1,subj_sg_d1_pl,The [wug] under the birds sleeps soundly.,The [wug] under the birds sleep soundly.
893,1,subj_pl_d1_sg,The [wugs] under the bird sleep soundly.,The [wugs] under the bird sleeps soundly.
894,2,subj_sg_d1_pl_d2_pl,The [wug] under the birds and beside the trees sleeps soundly.,The [wug] under the birds and beside the trees sleep soundly.
895,2,subj_pl_d1_sg_d2_sg,The [wugs] under the bird and beside the tree sleep soundly.,The [wugs] under the bird and beside the tree sleeps soundly.
896,3,subj_sg_d1_pl_d2_pl_d3_pl,"The [wug] under the birds, beside the trees, and in front of the cars sleeps soundly.","The [wug] under the birds, beside the trees, and in front of the cars sleep soundly."
897,3,subj_pl_d1_sg_d2_sg_d3_sg,"The [wugs] under the bird, beside the tree, and in front of the car sleep soundly.","The [wugs] under the bird, beside the tree, and in front of the car sleeps soundly."
898,4,subj_sg_d1_pl_d2_pl_d3_pl_d4_pl,"The [wug] under the birds, beside the trees, in front of the cars, and next to the boxes sleeps soundly.","The [wug] under the birds, beside the trees, in front of the cars, and next to the boxes sleep soundly."
899,4,subj_pl_d1_sg_d2_sg_d3_sg_d4_sg,"The [wugs] under the bird, beside the tree, in front of the car, and next to the box sleep soundly.","The [wugs] under the bird, beside the tree, in front of the car, and next to the box sleeps soundly."
900,0,subj_sg,The [wug] sings loudly.,The [wug] sing loudly.
901,0,subj_pl,The [wugs] sing loudly.,The [wugs] sings loudly.
902,1,subj_sg_d1_pl,The [wug] near the trees sings loudly.,The [wug] near the trees sing loudly.
903,1,subj_pl_d1_sg,The [wugs] near the tree sing loudly.,The [wugs] near the tree sings loudly.
904,2,subj_sg_d1_pl_d2_pl,The [wug] near the trees and behind the cars sings loudly.,The [wug] near the trees and behind the cars sing loudly.
905,2,subj_pl_d1_sg_d2_sg,The [wugs] near the tree and behind the car sing loudly.,The [wugs] near the tree and behind the car sings loudly.
906,3,subj_sg_d1_pl_d2_pl_d3_pl,"The [wug] near the trees, behind the cars, and under the boxes sings loudly.","The [wug] near the trees, behind the cars, and under the boxes sing loudly."
907,3,subj_pl_d1_sg_d2_sg_d3_sg,"The [wugs] near the tree, behind the car, and under the box sing loudly.","The [wugs] near the tree, behind the car, and under the box sings loudly."
908,4,subj_sg_d1_pl_d2_pl_d3_pl_d4_pl,"The [wug] near the trees, behind the cars, under the boxes, and beside the cats sings loudly.","The [wug] near the trees, behind the cars, under the boxes, and beside the cats sing loudly."
909,4,subj_pl_d1_sg_d2_sg_d3_sg_d4_sg,"The [wugs] near the tree, behind the car, under the box, and beside the cat sing loudly.","The [wugs] near the tree, behind the car, under the box, and beside the cat sings loudly."
910,0,subj_sg,The [wug] sings loudly.,The [wug] sing loudly.
911,0,subj_pl,The [wugs] sing loudly.,The [wugs] sings loudly.
912,1,subj_sg_d1_pl,The [wug] behind the cars sings loudly.,The [wug] behind the cars sing loudly.
913,1,subj_pl_d1_sg,The [wugs] behind the car sing loudly.,The [wugs] behind the car sings loudly.
914,2,subj_sg_d1_pl_d2_pl,The [wug] behind the cars and under the boxes sings loudly.,The [wug] behind the cars and under the boxes sing loudly.
915,2,subj_pl_d1_sg_d2_sg,The [wugs] behind the car and under the box sing loudly.,The [wugs] behind the car and under the box sings loudly.
916,3,subj_sg_d1_pl_d2_pl_d3_pl,"The [wug] behind the cars, under the boxes, and beside the cats sings loudly.","The [wug] behind the cars, under the boxes, and beside the cats sing loudly."
917,3,subj_pl_d1_sg_d2_sg_d3_sg,"The [wugs] behind the car, under the box, and beside the cat sing loudly.","The [wugs] behind the car, under the box, and beside the cat sings loudly."
918,4,subj_sg_d1_pl_d2_pl_d3_pl_d4_pl,"The [wug] behind the cars, under the boxes, beside the cats, and in front of the dogs sings loudly.","The [wug] behind the cars, under the boxes, beside the cats, and in front of the dogs sing loudly."
919,4,subj_pl_d1_sg_d2_sg_d3_sg_d4_sg,"The [wugs] behind the car, under the box, beside the cat, and in front of the dog sing loudly.","The [wugs] behind the car, under the box, beside the cat, and in front of the dog sings loudly."
920,0,subj_sg,The [wug] sings loudly.,The [wug] sing loudly.
921,0,subj_pl,The [wugs] sing loudly.,The [wugs] sings loudly.
922,1,subj_sg_d1_pl,The [wug] under the boxes sings loudly.,The [wug] under the boxes sing loudly.
923,1,subj_pl_d1_sg,The [wugs] under the box sing loudly.,The [wugs] under the box sings loudly.
924,2,subj_sg_d1_pl_d2_pl,The [wug] under the boxes and beside the cats sings loudly.,The [wug] under the boxes and beside the cats sing loudly.
925,2,subj_pl_d1_sg_d2_sg,The [wugs] under the box and beside the cat sing loudly.,The [wugs] under the box and beside the cat sings loudly.
926,3,subj_sg_d1_pl_d2_pl_d3_pl,"The [wug] under the boxes, beside the cats, and in front of the dogs sings loudly.","The [wug] under the boxes, beside the cats, and in front of the dogs sing loudly."
927,3,subj_pl_d1_sg_d2_sg_d3_sg,"The [wugs] under the box, beside the cat, and in front of the dog sing loudly.","The [wugs] under the box, beside the cat, and in front of the dog sings loudly."
928,4,subj_sg_d1_pl_d2_pl_d3_pl_d4_pl,"The [wug] under the boxes, beside the cats, in front of the dogs, and next to the horses sings loudly.","The [wug] under the boxes, beside the cats, in front of the dogs, and next to the horses sing loudly."
929,4,subj_pl_d1_sg_d2_sg_d3_sg_d4_sg,"The [wugs] under the box, beside the cat, in front of the dog, and next to the horse sing loudly.","The [wugs] under the box, beside the cat, in front of the dog, and next to the horse sings loudly."
930,0,subj_sg,The [wug] sings loudly.,The [wug] sing loudly.
931,0,subj_pl,The [wugs] sing loudly.,The [wugs] sings loudly.
932,1,subj_sg_d1_pl,The [wug] beside the cats sings loudly.,The [wug] beside the cats sing loudly.
933,1,subj_pl_d1_sg,The [wugs] beside the cat sing loudly.,The [wugs] beside the cat sings loudly.
934,2,subj_sg_d1_pl_d2_pl,The [wug] beside the cats and in front of the dogs sings loudly.,The [wug] beside the cats and in front of the dogs sing loudly.
935,2,subj_pl_d1_sg_d2_sg,The [wugs] beside the cat and in front of the dog sing loudly.,The [wugs] beside the cat and in front of the dog sings loudly.
936,3,subj_sg_d1_pl_d2_pl_d3_pl,"The [wug] beside the cats, in front of the dogs, and next to the horses sings loudly.","The [wug] beside the cats, in front of the dogs, and next to the horses sing loudly."
937,3,subj_pl_d1_sg_d2_sg_d3_sg,"The [wugs] beside the cat, in front of the dog, and next to the horse sing loudly.","The [wugs] beside the cat, in front of the dog, and next to the horse sings loudly."
938,4,subj_sg_d1_pl_d2_pl_d3_pl_d4_pl,"The [wug] beside the cats, in front of the dogs, next to the horses, and past the women sings loudly.","The [wug] beside the cats, in front of the dogs, next to the horses, and past the women sing loudly."
939,4,subj_pl_d1_sg_d2_sg_d3_sg_d4_sg,"The [wugs] beside the cat, in front of the dog, next to the horse, and past the woman sing loudly.","The [wugs] beside the cat, in front of the dog, next to the horse, and past the woman sings loudly."
940,0,subj_sg,The [wug] sings loudly.,The [wug] sing loudly.
941,0,subj_pl,The [wugs] sing loudly.,The [wugs] sings loudly.
942,1,subj_sg_d1_pl,The [wug] in front of the dogs sings loudly.,The [wug] in front of the dogs sing loudly.
943,1,subj_pl_d1_sg,The [wugs] in front of the dog sing loudly.,The [wugs] in front of the dog sings loudly.
944,2,subj_sg_d1_pl_d2_pl,The [wug] in front of the dogs and next to the horses sings loudly.,The [wug] in front of the dogs and next to the horses sing loudly.
945,2,subj_pl_d1_sg_d2_sg,The [wugs] in front of the dog and next to the horse sing loudly.,The [wugs] in front of the dog and next to the horse sings loudly.
946,3,subj_sg_d1_pl_d2_pl_d3_pl,"The [wug] in front of the dogs, next to the horses, and past the women sings loudly.","The [wug] in front of the dogs, next to the horses, and past the women sing loudly."
947,3,subj_pl_d1_sg_d2_sg_d3_sg,"The [wugs] in front of the dog, next to the horse, and past the woman sing loudly.","The [wugs] in front of the dog, next to the horse, and past the woman sings loudly."
948,4,subj_sg_d1_pl_d2_pl_d3_pl_d4_pl,"The [wug] in front of the dogs, next to the horses, past the women, and near the men sings loudly.","The [wug] in front of the dogs, next to the horses, past the women, and near the men sing loudly."
949,4,subj_pl_d1_sg_d2_sg_d3_sg_d4_sg,"The [wugs] in front of the dog, next to the horse, past the woman, and near the man sing loudly.","The [wugs] in front of the dog, next to the horse, past the woman, and near the man sings loudly."
950,0,subj_sg,The [wug] sings loudly.,The [wug] sing loudly.
951,0,subj_pl,The [wugs] sing loudly.,The [wugs] sings loudly.
952,1,subj_sg_d1_pl,The [wug] next to the horses sings loudly.,The [wug] next to the horses sing loudly.
953,1,subj_pl_d1_sg,The [wugs] next to the horse sing loudly.,The [wugs] next to the horse sings loudly.
954,2,subj_sg_d1_pl_d2_pl,The [wug] next to the horses and past the women sings loudly.,The [wug] next to the horses and past the women sing loudly.
955,2,subj_pl_d1_sg_d2_sg,The [wugs] next to the horse and past the woman sing loudly.,The [wugs] next to the horse and past the woman sings loudly.
956,3,subj_sg_d1_pl_d2_pl_d3_pl,"The [wug] next to the horses, past the women, and near the men sings loudly.","The [wug] next to the horses, past the women, and near the men sing loudly."
957,3,subj_pl_d1_sg_d2_sg_d3_sg,"The [wugs] next to the horse, past the woman, and near the man sing loudly.","The [wugs] next to the horse, past the woman, and near the man sings loudly."
958,4,subj_sg_d1_pl_d2_pl_d3_pl_d4_pl,"The [wug] next to the horses, past the women, near the men, and behind the foxes sings loudly.","The [wug] next to the horses, past the women, near the men, and behind the foxes sing loudly."
959,4,subj_pl_d1_sg_d2_sg_d3_sg_d4_sg,"The [wugs] next to the horse, past the woman, near the man, and behind the fox sing loudly.","The [wugs] next to the horse, past the woman, near the man, and behind the fox sings loudly."
960,0,subj_sg,The [wug] sings loudly.,The [wug] sing loudly.
961,0,subj_pl,The [wugs] sing loudly.,The [wugs] sings loudly.
962,1,subj_sg_d1_pl,The [wug] past the women sings loudly.,The [wug] past the women sing loudly.
963,1,subj_pl_d1_sg,The [wugs] past the woman sing loudly.,The [wugs] past the woman sings loudly.
964,2,subj_sg_d1_pl_d2_pl,The [wug] past the women and near the men sings loudly.,The [wug] past the women and near the men sing loudly.
965,2,subj_pl_d1_sg_d2_sg,The [wugs] past the woman and near the man sing loudly.,The [wugs] past the woman and near the man sings loudly.
966,3,subj_sg_d1_pl_d2_pl_d3_pl,"The [wug] past the women, near the men, and behind the foxes sings loudly.","The [wug] past the women, near the men, and behind the foxes sing loudly."
967,3,subj_pl_d1_sg_d2_sg_d3_sg,"The [wugs] past the woman, near the man, and behind the fox sing loudly.","The [wugs] past the woman, near the man, and behind the fox sings loudly."
968,4,subj_sg_d1_pl_d2_pl_d3_pl_d4_pl,"The [wug] past the women, near the men, behind the foxes, and under the birds sings loudly.","The [wug] past the women, near the men, behind the foxes, and under the birds sing loudly."
969,4,subj_pl_d1_sg_d2_sg_d3_sg_d4_sg,"The [wugs] past the woman, near the man, behind the fox, and under the bird sing loudly.","The [wugs] past the woman, near the man, behind the fox, and under the bird sings loudly."
970,0,subj_sg,The [wug] sings loudly.,The [wug] sing loudly.
971,0,subj_pl,The [wugs] sing loudly.,The [wugs] sings loudly.
972,1,subj_sg_d1_pl,The [wug] near the men sings loudly.,The [wug] near the men sing loudly.
973,1,subj_pl_d1_sg,The [wugs] near the man sing loudly.,The [wugs] near the man sings loudly.
974,2,subj_sg_d1_pl_d2_pl,The [wug] near the men and behind the foxes sings loudly.,The [wug] near the men and behind the foxes sing loudly.
975,2,subj_pl_d1_sg_d2_sg,The [wugs] near the man and behind the fox sing loudly.,The [wugs] near the man and behind the fox sings loudly.
976,3,subj_sg_d1_pl_d2_pl_d3_pl,"The [wug] near the men, behind the foxes, and under the birds sings loudly.","The [wug] near the men, behind the foxes, and under the birds sing loudly."
977,3,subj_pl_d1_sg_d2_sg_d3_sg,"The [wugs] near the man, behind the fox, and under the bird sing loudly.","The [wugs] near the man, behind the fox, and under the bird sings loudly."
978,4,subj_sg_d1_pl_d2_pl_d3_pl_d4_pl,"The [wug] near the men, behind the foxes, under the birds, and beside the trees sings loudly.","The [wug] near the men, behind the foxes, under the birds, and beside the trees sing loudly."
979,4,subj_pl_d1_sg_d2_sg_d3_sg_d4_sg,"The [wugs] near the man, behind the fox, under the bird, and beside the tree sing loudly.","The [wugs] near the man, behind the fox, under the bird, and beside the tree sings loudly."
980,0,subj_sg,The [wug] sings loudly.,The [wug] sing loudly.
981,0,subj_pl,The [wugs] sing loudly.,The [wugs] sings loudly.
982,1,subj_sg_d1_pl,The [wug] behind the foxes sings loudly.,The [wug] behind the foxes sing loudly.
983,1,subj_pl_d1_sg,The [wugs] behind the fox sing loudly.,The [wugs] behind the fox sings loudly.
984,2,subj_sg_d1_pl_d2_pl,The [wug] behind the foxes and under the birds sings loudly.,The [wug] behind the foxes and under the birds sing loudly.
985,2,subj_pl_d1_sg_d2_sg,The [wugs] behind the fox and under the bird sing loudly.,The [wugs] behind the fox and under the bird sings loudly.
986,3,subj_sg_d1_pl_d2_pl_d3_pl,"The [wug] behind the foxes, under the birds, and beside the trees sings loudly.","The [wug] behind the foxes, under the birds, and beside the trees sing loudly."
987,3,subj_pl_d1_sg_d2_sg_d3_sg,"The [wugs] behind the fox, under the bird, and beside the tree sing loudly.","The [wugs] behind the fox, under the bird, and beside the tree sings loudly."
988,4,subj_sg_d1_pl_d2_pl_d3_pl_d4_pl,"The [wug] behind the foxes, under the birds, beside the trees, and in front of the cars sings loudly.","The [wug] behind the foxes, under the birds, beside the trees, and in front of the cars sing loudly."
989,4,subj_pl_d1_sg_d2_sg_d3_sg_d4_sg,"The [wugs] behind the fox, under the bird, beside the tree, and in front of the car sing loudly.","The [wugs] behind the fox, under the bird, beside the tree, and in front of the car sings loudly."
990,0,subj_sg,The [wug] sings loudly.,The [wug] sing loudly.
991,0,subj_pl,The [wugs] sing loudly.,The [wugs] sings loudly.
992,1,subj_sg_d1_pl,The [wug] under the birds sings loudly.,The [wug] under the birds sing loudly.
993,1,subj_pl_d1_sg,The [wugs] under the bird sing loudly.,The [wugs] under the bird sings loudly.
994,2,subj_sg_d1_pl_d2_pl,The [wug] under the birds and beside the trees sings loudly.,The [wug] under the birds and beside the trees sing loudly.
995,2,subj_pl_d1_sg_d2_sg,The [wugs] under the bird and beside the tree sing loudly.,The [wugs] under the bird and beside the tree sings loudly.
996,3,subj_sg_d1_pl_d2_pl_d3_pl,"The [wug] under the birds, beside the trees, and in front of the cars sings loudly.","The [wug] under the birds, beside the trees, and in front of the cars sing loudly."
997,3,subj_pl_d1_sg_d2_sg_d3_sg,"The [wugs] under the bird, beside the tree, and in front of the car sing loudly.","The [wugs] under the bird, beside the tree, and in front of the car sings loudly."
998,4,subj_sg_d1_pl_d2_pl_d3_pl_d4_pl,"The [wug] under the birds, beside the trees, in front of the cars, and next to the boxes sings loudly.","The [wug] under the birds, beside the trees, in front of the cars, and next to the boxes sing loudly."
999,4,subj_pl_d1_sg_d2_sg_d3_sg_d4_sg,"The [wugs] under the bird, beside the tree, in front of the car, and next to the box sing loudly.","The [wugs] under the bird, beside the tree, in front of the car, and next to the box sings loudly."
