idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl
160,train,verb,0,target_verb_att0_opp,kit,kits,bolts,bolt,The warm kit,The warm kits,The warm kit bolts,The warm kit bolt,The warm kits bolt,The warm kits bolts,4,4
161,train,verb,0,target_verb_att0_opp,tick,ticks,laps,lap,The fast tick,The fast ticks,The fast tick laps,The fast tick lap,The fast ticks lap,The fast ticks laps,4,4
162,train,verb,0,target_verb_att0_opp,worm,worms,dashes,dash,The hot worm,The hot worms,The hot worm dashes,The hot worm dash,The hot worms dash,The hot worms dashes,4,4
163,train,verb,0,target_verb_att0_opp,kit,kits,charges,charge,The youthful kit,The youthful kits,The youthful kit charges,The youthful kit charge,The youthful kits charge,The youthful kits charges,4,4
164,train,verb,0,target_verb_att0_opp,worm,worms,reels,reel,The mature worm,The mature worms,The mature worm reels,The mature worm reel,The mature worms reel,The mature worms reels,4,4
165,train,verb,0,target_verb_att0_opp,lion,lions,grabs,grab,The slow lion,The slow lions,The slow lion grabs,The slow lion grab,The slow lions grab,The slow lions grabs,4,4
166,train,verb,0,target_verb_att0_opp,whale,whales,stretches,stretch,The smooth whale,The smooth whales,The smooth whale stretches,The smooth whale stretch,The smooth whales stretch,The smooth whales stretches,4,4
167,train,verb,0,target_verb_att0_opp,worm,worms,plays,play,The happy worm,The happy worms,The happy worm plays,The happy worm play,The happy worms play,The happy worms plays,4,4
168,train,verb,0,target_verb_att0_opp,panda,pandas,probes,probe,The youthful panda,The youthful pandas,The youthful panda probes,The youthful panda probe,The youthful pandas probe,The youthful pandas probes,4,4
169,train,verb,0,target_verb_att0_opp,kit,kits,rests,rest,The happy kit,The happy kits,The happy kit rests,The happy kit rest,The happy kits rest,The happy kits rests,4,4
170,train,verb,0,target_verb_att0_opp,monitor,monitors,leaps,leap,The mature monitor,The mature monitors,The mature monitor leaps,The mature monitor leap,The mature monitors leap,The mature monitors leaps,4,4
171,train,verb,0,target_verb_att0_opp,goat,goats,rotates,rotate,The warm goat,The warm goats,The warm goat rotates,The warm goat rotate,The warm goats rotate,The warm goats rotates,4,4
172,train,verb,0,target_verb_att0_opp,seal,seals,grabs,grab,The tame seal,The tame seals,The tame seal grabs,The tame seal grab,The tame seals grab,The tame seals grabs,4,4
173,train,verb,0,target_verb_att0_opp,kit,kits,stretches,stretch,The old kit,The old kits,The old kit stretches,The old kit stretch,The old kits stretch,The old kits stretches,4,4
174,train,verb,0,target_verb_att0_opp,kit,kits,arises,arise,The mature kit,The mature kits,The mature kit arises,The mature kit arise,The mature kits arise,The mature kits arises,4,4
175,train,verb,0,target_verb_att0_opp,ray,rays,digs,dig,The joyful ray,The joyful rays,The joyful ray digs,The joyful ray dig,The joyful rays dig,The joyful rays digs,4,4
176,train,verb,0,target_verb_att0_opp,bird,birds,dances,dance,The loud bird,The loud birds,The loud bird dances,The loud bird dance,The loud birds dance,The loud birds dances,4,4
177,train,verb,0,target_verb_att0_opp,turtle,turtles,rests,rest,The noisy turtle,The noisy turtles,The noisy turtle rests,The noisy turtle rest,The noisy turtles rest,The noisy turtles rests,4,4
178,train,verb,0,target_verb_att0_opp,dog,dogs,leans,lean,The cool dog,The cool dogs,The cool dog leans,The cool dog lean,The cool dogs lean,The cool dogs leans,4,4
179,train,verb,0,target_verb_att0_opp,ray,rays,reads,read,The vivid ray,The vivid rays,The vivid ray reads,The vivid ray read,The vivid rays read,The vivid rays reads,4,4
180,train,verb,0,target_verb_att0_opp,ray,rays,grabs,grab,The frail ray,The frail rays,The frail ray grabs,The frail ray grab,The frail rays grab,The frail rays grabs,4,4
181,train,verb,0,target_verb_att0_opp,lion,lions,wakes,wake,The fierce lion,The fierce lions,The fierce lion wakes,The fierce lion wake,The fierce lions wake,The fierce lions wakes,4,4
182,train,verb,0,target_verb_att0_opp,lion,lions,eats,eat,The brisk lion,The brisk lions,The brisk lion eats,The brisk lion eat,The brisk lions eat,The brisk lions eats,4,4
183,train,verb,0,target_verb_att0_opp,dog,dogs,surfaces,surface,The rough dog,The rough dogs,The rough dog surfaces,The rough dog surface,The rough dogs surface,The rough dogs surfaces,4,4
184,train,verb,0,target_verb_att0_opp,bear,bears,waits,wait,The cool bear,The cool bears,The cool bear waits,The cool bear wait,The cool bears wait,The cool bears waits,4,4
185,train,verb,0,target_verb_att0_opp,puppy,puppies,drinks,drink,The juvenile puppy,The juvenile puppies,The juvenile puppy drinks,The juvenile puppy drink,The juvenile puppies drink,The juvenile puppies drinks,4,4
186,train,verb,0,target_verb_att0_opp,spider,spiders,bolts,bolt,The old spider,The old spiders,The old spider bolts,The old spider bolt,The old spiders bolt,The old spiders bolts,4,4
187,train,verb,0,target_verb_att0_opp,goat,goats,probes,probe,The glossy goat,The glossy goats,The glossy goat probes,The glossy goat probe,The glossy goats probe,The glossy goats probes,4,4
188,train,verb,0,target_verb_att0_opp,turtle,turtles,clears,clear,The hot turtle,The hot turtles,The hot turtle clears,The hot turtle clear,The hot turtles clear,The hot turtles clears,4,4
189,train,verb,0,target_verb_att0_opp,whale,whales,hunts,hunt,The brisk whale,The brisk whales,The brisk whale hunts,The brisk whale hunt,The brisk whales hunt,The brisk whales hunts,4,4
190,train,verb,0,target_verb_att0_opp,whale,whales,surfaces,surface,The sad whale,The sad whales,The sad whale surfaces,The sad whale surface,The sad whales surface,The sad whales surfaces,4,4
191,train,verb,0,target_verb_att0_opp,dog,dogs,feeds,feed,The crimson dog,The crimson dogs,The crimson dog feeds,The crimson dog feed,The crimson dogs feed,The crimson dogs feeds,4,4
192,train,verb,0,target_verb_att0_opp,calf,calves,lowers,lower,The glossy calf,The glossy calves,The glossy calf lowers,The glossy calf lower,The glossy calves lower,The glossy calves lowers,4,4
193,train,verb,0,target_verb_att0_opp,tick,ticks,dashes,dash,The glossy tick,The glossy ticks,The glossy tick dashes,The glossy tick dash,The glossy ticks dash,The glossy ticks dashes,4,4
194,train,verb,0,target_verb_att0_opp,frog,frogs,sings,sing,The sluggish frog,The sluggish frogs,The sluggish frog sings,The sluggish frog sing,The sluggish frogs sing,The sluggish frogs sings,4,4
195,train,verb,0,target_verb_att0_opp,seal,seals,dashes,dash,The smooth seal,The smooth seals,The smooth seal dashes,The smooth seal dash,The smooth seals dash,The smooth seals dashes,4,4
196,train,verb,0,target_verb_att0_opp,seal,seals,spins,spin,The narrow seal,The narrow seals,The narrow seal spins,The narrow seal spin,The narrow seals spin,The narrow seals spins,4,4
197,train,verb,0,target_verb_att0_opp,cat,cats,spins,spin,The amber cat,The amber cats,The amber cat spins,The amber cat spin,The amber cats spin,The amber cats spins,4,4
198,train,verb,0,target_verb_att0_opp,cat,cats,dreams,dream,The warm cat,The warm cats,The warm cat dreams,The warm cat dream,The warm cats dream,The warm cats dreams,4,4
199,train,verb,0,target_verb_att0_opp,tick,ticks,runs,run,The mature tick,The mature ticks,The mature tick runs,The mature tick run,The mature ticks run,The mature ticks runs,4,4
200,train,verb,0,target_verb_att0_opp,frog,frogs,shelters,shelter,The slow frog,The slow frogs,The slow frog shelters,The slow frog shelter,The slow frogs shelter,The slow frogs shelters,4,4
201,train,verb,0,target_verb_att0_opp,frog,frogs,runs,run,The minor frog,The minor frogs,The minor frog runs,The minor frog run,The minor frogs run,The minor frogs runs,4,4
202,train,verb,0,target_verb_att0_opp,monitor,monitors,arises,arise,The robust monitor,The robust monitors,The robust monitor arises,The robust monitor arise,The robust monitors arise,The robust monitors arises,4,4
203,train,verb,0,target_verb_att0_opp,worm,worms,streams,stream,The robust worm,The robust worms,The robust worm streams,The robust worm stream,The robust worms stream,The robust worms streams,4,4
204,train,verb,0,target_verb_att0_opp,frog,frogs,scratches,scratch,The noisy frog,The noisy frogs,The noisy frog scratches,The noisy frog scratch,The noisy frogs scratch,The noisy frogs scratches,4,4
205,train,verb,0,target_verb_att0_opp,seal,seals,stretches,stretch,The broad seal,The broad seals,The broad seal stretches,The broad seal stretch,The broad seals stretch,The broad seals stretches,4,4
206,train,verb,0,target_verb_att0_opp,puppy,puppies,clears,clear,The weak puppy,The weak puppies,The weak puppy clears,The weak puppy clear,The weak puppies clear,The weak puppies clears,4,4
207,train,verb,0,target_verb_att0_opp,seal,seals,pushes,push,The yellow seal,The yellow seals,The yellow seal pushes,The yellow seal push,The yellow seals push,The yellow seals pushes,4,4
208,train,verb,0,target_verb_att0_opp,bear,bears,stretches,stretch,The rough bear,The rough bears,The rough bear stretches,The rough bear stretch,The rough bears stretch,The rough bears stretches,4,4
209,train,verb,0,target_verb_att0_opp,dog,dogs,waits,wait,The angry dog,The angry dogs,The angry dog waits,The angry dog wait,The angry dogs wait,The angry dogs waits,4,4
210,train,verb,0,target_verb_att0_opp,ray,rays,drops,drop,The bold ray,The bold rays,The bold ray drops,The bold ray drop,The bold rays drop,The bold rays drops,4,4
211,train,verb,0,target_verb_att0_opp,pup,pups,rests,rest,The amber pup,The amber pups,The amber pup rests,The amber pup rest,The amber pups rest,The amber pups rests,4,4
212,train,verb,0,target_verb_att0_opp,frog,frogs,bounds,bound,The fluffy frog,The fluffy frogs,The fluffy frog bounds,The fluffy frog bound,The fluffy frogs bound,The fluffy frogs bounds,4,4
213,train,verb,0,target_verb_att0_opp,puppy,puppies,spins,spin,The slow puppy,The slow puppies,The slow puppy spins,The slow puppy spin,The slow puppies spin,The slow puppies spins,4,4
214,train,verb,0,target_verb_att0_opp,cat,cats,eats,eat,The silky cat,The silky cats,The silky cat eats,The silky cat eat,The silky cats eat,The silky cats eats,4,4
215,train,verb,0,target_verb_att0_opp,pup,pups,lowers,lower,The yellow pup,The yellow pups,The yellow pup lowers,The yellow pup lower,The yellow pups lower,The yellow pups lowers,4,4
216,train,verb,0,target_verb_att0_opp,cat,cats,scratches,scratch,The happy cat,The happy cats,The happy cat scratches,The happy cat scratch,The happy cats scratch,The happy cats scratches,4,4
217,train,verb,0,target_verb_att0_opp,pup,pups,leaps,leap,The joyful pup,The joyful pups,The joyful pup leaps,The joyful pup leap,The joyful pups leap,The joyful pups leaps,4,4
218,train,verb,0,target_verb_att0_opp,spider,spiders,drinks,drink,The mature spider,The mature spiders,The mature spider drinks,The mature spider drink,The mature spiders drink,The mature spiders drinks,4,4
219,train,verb,0,target_verb_att0_opp,panda,pandas,feeds,feed,The dull panda,The dull pandas,The dull panda feeds,The dull panda feed,The dull pandas feed,The dull pandas feeds,4,4
220,train,verb,0,target_verb_att0_opp,ray,rays,plays,play,The hairy ray,The hairy rays,The hairy ray plays,The hairy ray play,The hairy rays play,The hairy rays plays,4,4
221,train,verb,0,target_verb_att0_opp,spider,spiders,ranges,range,The rough spider,The rough spiders,The rough spider ranges,The rough spider range,The rough spiders range,The rough spiders ranges,4,4
222,train,verb,0,target_verb_att0_opp,dolphin,dolphins,leaps,leap,The loud dolphin,The loud dolphins,The loud dolphin leaps,The loud dolphin leap,The loud dolphins leap,The loud dolphins leaps,4,4
223,train,verb,0,target_verb_att0_opp,dog,dogs,dances,dance,The sleepy dog,The sleepy dogs,The sleepy dog dances,The sleepy dog dance,The sleepy dogs dance,The sleepy dogs dances,4,4
224,train,verb,0,target_verb_att0_opp,spider,spiders,waits,wait,The yellow spider,The yellow spiders,The yellow spider waits,The yellow spider wait,The yellow spiders wait,The yellow spiders waits,4,4
225,train,verb,0,target_verb_att0_opp,kit,kits,rolls,roll,The slow kit,The slow kits,The slow kit rolls,The slow kit roll,The slow kits roll,The slow kits rolls,4,4
226,train,verb,0,target_verb_att0_opp,goat,goats,leans,lean,The yellow goat,The yellow goats,The yellow goat leans,The yellow goat lean,The yellow goats lean,The yellow goats leans,4,4
227,train,verb,0,target_verb_att0_opp,worm,worms,charges,charge,The elderly worm,The elderly worms,The elderly worm charges,The elderly worm charge,The elderly worms charge,The elderly worms charges,4,4
228,train,verb,0,target_verb_att0_opp,bat,bats,clears,clear,The muddy bat,The muddy bats,The muddy bat clears,The muddy bat clear,The muddy bats clear,The muddy bats clears,4,4
229,train,verb,0,target_verb_att0_opp,ray,rays,plays,play,The amber ray,The amber rays,The amber ray plays,The amber ray play,The amber rays play,The amber rays plays,4,4
230,train,verb,0,target_verb_att0_opp,pup,pups,spins,spin,The cool pup,The cool pups,The cool pup spins,The cool pup spin,The cool pups spin,The cool pups spins,4,4
231,train,verb,0,target_verb_att0_opp,lion,lions,sings,sing,The narrow lion,The narrow lions,The narrow lion sings,The narrow lion sing,The narrow lions sing,The narrow lions sings,4,4
232,train,verb,0,target_verb_att0_opp,bear,bears,rolls,roll,The wide bear,The wide bears,The wide bear rolls,The wide bear roll,The wide bears roll,The wide bears rolls,4,4
233,train,verb,0,target_verb_att0_opp,tick,ticks,ranges,range,The warm tick,The warm ticks,The warm tick ranges,The warm tick range,The warm ticks range,The warm ticks ranges,4,4
234,train,verb,0,target_verb_att0_opp,puppy,puppies,runs,run,The robust puppy,The robust puppies,The robust puppy runs,The robust puppy run,The robust puppies run,The robust puppies runs,4,4
235,train,verb,0,target_verb_att0_opp,bear,bears,dances,dance,The warm bear,The warm bears,The warm bear dances,The warm bear dance,The warm bears dance,The warm bears dances,4,4
236,train,verb,0,target_verb_att0_opp,panda,pandas,bolts,bolt,The amber panda,The amber pandas,The amber panda bolts,The amber panda bolt,The amber pandas bolt,The amber pandas bolts,4,4
237,train,verb,0,target_verb_att0_opp,puppy,puppies,dashes,dash,The youthful puppy,The youthful puppies,The youthful puppy dashes,The youthful puppy dash,The youthful puppies dash,The youthful puppies dashes,4,4
238,train,verb,0,target_verb_att0_opp,kit,kits,runs,run,The coarse kit,The coarse kits,The coarse kit runs,The coarse kit run,The coarse kits run,The coarse kits runs,4,4
239,train,verb,0,target_verb_att0_opp,whale,whales,feeds,feed,The juvenile whale,The juvenile whales,The juvenile whale feeds,The juvenile whale feed,The juvenile whales feed,The juvenile whales feeds,4,4
240,train,verb,0,target_verb_att0_opp,puppy,puppies,charges,charge,The quick puppy,The quick puppies,The quick puppy charges,The quick puppy charge,The quick puppies charge,The quick puppies charges,4,4
