idx,target_type,attractors,target_num,condition,subject_word,target_word,base_sentence,good,bad,tok_len
228,verb,0,pl,target_verb_num_pl_att0_sg,foxs,nod,The yellow foxs,The yellow foxs nod,The yellow foxs nods,5
229,verb,0,sg,target_verb_num_sg_att0_pl,zebra,dashes,The robust zebra,The robust zebra dashes,The robust zebra dash,5
230,verb,0,pl,target_verb_num_pl_att0_sg,coyotes,bolt,The mature coyotes,The mature coyotes bolt,The mature coyotes bolts,5
231,verb,0,sg,target_verb_num_sg_att0_pl,zebra,stays,The fragile zebra,The fragile zebra stays,The fragile zebra stay,5
232,verb,0,sg,target_verb_num_sg_att0_pl,mussel,returns,The stout mussel,The stout mussel returns,The stout mussel return,5
233,verb,0,sg,target_verb_num_sg_att0_pl,ibis,advances,The glowing ibis,The glowing ibis advances,The glowing ibis advance,5
234,verb,0,sg,target_verb_num_sg_att0_pl,hornet,feeds,The skinny hornet,The skinny hornet feeds,The skinny hornet feed,5
235,verb,0,pl,target_verb_num_pl_att0_sg,sharks,stay,The leafy sharks,The leafy sharks stay,The leafy sharks stays,5
236,verb,0,pl,target_verb_num_pl_att0_sg,owls,rush,The silver owls,The silver owls rush,The silver owls rushes,5
237,verb,0,pl,target_verb_num_pl_att0_sg,mares,scale,The quiet mares,The quiet mares scale,The quiet mares scales,5
238,verb,0,sg,target_verb_num_sg_att0_pl,skunk,eats,The warm skunk,The warm skunk eats,The warm skunk eat,5
239,verb,0,pl,target_verb_num_pl_att0_sg,hares,hide,The soft hares,The soft hares hide,The soft hares hides,5
240,verb,0,pl,target_verb_num_pl_att0_sg,foxs,feed,The small foxs,The small foxs feed,The small foxs feeds,5
241,verb,0,sg,target_verb_num_sg_att0_pl,lynx,stays,The fragile lynx,The fragile lynx stays,The fragile lynx stay,5
242,verb,0,sg,target_verb_num_sg_att0_pl,turtle,claws,The scaly turtle,The scaly turtle claws,The scaly turtle claw,5
243,verb,0,sg,target_verb_num_sg_att0_pl,rattler,pauses,The obvious rattler,The obvious rattler pauses,The obvious rattler pause,5
244,verb,0,sg,target_verb_num_sg_att0_pl,swan,digs,The rough swan,The rough swan digs,The rough swan dig,5
245,verb,0,sg,target_verb_num_sg_att0_pl,mule,hops,The bright mule,The bright mule hops,The bright mule hop,5
246,verb,0,sg,target_verb_num_sg_att0_pl,ant,advances,The scarlet ant,The scarlet ant advances,The scarlet ant advance,5
247,verb,0,pl,target_verb_num_pl_att0_sg,trouts,roll,The blatant trouts,The blatant trouts roll,The blatant trouts rolls,5
248,verb,0,pl,target_verb_num_pl_att0_sg,toads,dash,The crimson toads,The crimson toads dash,The crimson toads dashes,5
249,verb,0,pl,target_verb_num_pl_att0_sg,gazelles,pause,The murky gazelles,The murky gazelles pause,The murky gazelles pauses,5
250,verb,0,pl,target_verb_num_pl_att0_sg,foxs,return,The little foxs,The little foxs return,The little foxs returns,5
251,verb,0,sg,target_verb_num_sg_att0_pl,magpie,approaches,The mighty magpie,The mighty magpie approaches,The mighty magpie approach,5
252,verb,0,sg,target_verb_num_sg_att0_pl,wasp,walks,The orange wasp,The orange wasp walks,The orange wasp walk,5
253,verb,0,pl,target_verb_num_pl_att0_sg,storks,march,The diligent storks,The diligent storks march,The diligent storks marches,5
254,verb,0,pl,target_verb_num_pl_att0_sg,ferrets,dive,The dull ferrets,The dull ferrets dive,The dull ferrets dives,5
255,verb,0,pl,target_verb_num_pl_att0_sg,tapirs,wheel,The dependable tapirs,The dependable tapirs wheel,The dependable tapirs wheels,5
256,verb,0,sg,target_verb_num_sg_att0_pl,barnacle,waits,The social barnacle,The social barnacle waits,The social barnacle wait,5
257,verb,0,pl,target_verb_num_pl_att0_sg,minks,scratch,The shiny minks,The shiny minks scratch,The shiny minks scratches,5
258,verb,0,sg,target_verb_num_sg_att0_pl,quoll,swims,The cruel quoll,The cruel quoll swims,The cruel quoll swim,5
259,verb,0,pl,target_verb_num_pl_att0_sg,pikes,arrive,The sandy pikes,The sandy pikes arrive,The sandy pikes arrives,5
260,verb,0,pl,target_verb_num_pl_att0_sg,lambs,dash,The crimson lambs,The crimson lambs dash,The crimson lambs dashes,5
261,verb,0,pl,target_verb_num_pl_att0_sg,wrens,approach,The amber wrens,The amber wrens approach,The amber wrens approaches,5
262,verb,0,pl,target_verb_num_pl_att0_sg,fleas,return,The stout fleas,The stout fleas return,The stout fleas returns,5
263,verb,0,sg,target_verb_num_sg_att0_pl,markhor,gathers,The firm markhor,The firm markhor gathers,The firm markhor gather,5
264,verb,0,pl,target_verb_num_pl_att0_sg,hyenas,stamp,The dirty hyenas,The dirty hyenas stamp,The dirty hyenas stamps,5
265,verb,0,sg,target_verb_num_sg_att0_pl,hornet,banks,The curious hornet,The curious hornet banks,The curious hornet bank,5
266,verb,0,sg,target_verb_num_sg_att0_pl,mantis,strides,The clean mantis,The clean mantis strides,The clean mantis stride,5
267,verb,0,pl,target_verb_num_pl_att0_sg,hens,feed,The small hens,The small hens feed,The small hens feeds,5
268,verb,0,sg,target_verb_num_sg_att0_pl,gecko,scales,The messy gecko,The messy gecko scales,The messy gecko scale,5
269,verb,0,sg,target_verb_num_sg_att0_pl,plover,scales,The twisted plover,The twisted plover scales,The twisted plover scale,5
270,verb,0,sg,target_verb_num_sg_att0_pl,possum,digs,The rough possum,The rough possum digs,The rough possum dig,5
271,verb,0,pl,target_verb_num_pl_att0_sg,turtles,tunnel,The soiled turtles,The soiled turtles tunnel,The soiled turtles tunnels,5
272,verb,0,sg,target_verb_num_sg_att0_pl,mamba,arrives,The sandy mamba,The sandy mamba arrives,The sandy mamba arrive,5
273,verb,0,pl,target_verb_num_pl_att0_sg,turkeys,dash,The robust turkeys,The robust turkeys dash,The robust turkeys dashes,5
274,verb,0,sg,target_verb_num_sg_att0_pl,snail,marches,The pink snail,The pink snail marches,The pink snail march,5
275,verb,0,sg,target_verb_num_sg_att0_pl,toad,circles,The vast toad,The vast toad circles,The vast toad circle,5
276,verb,0,pl,target_verb_num_pl_att0_sg,larks,climb,The hard larks,The hard larks climb,The hard larks climbs,5
277,verb,0,sg,target_verb_num_sg_att0_pl,cobra,charges,The wise cobra,The wise cobra charges,The wise cobra charge,5
278,verb,0,pl,target_verb_num_pl_att0_sg,cubs,track,The shy cubs,The shy cubs track,The shy cubs tracks,5
279,verb,0,pl,target_verb_num_pl_att0_sg,cougars,stamp,The dirty cougars,The dirty cougars stamp,The dirty cougars stamps,5
280,verb,0,sg,target_verb_num_sg_att0_pl,cobra,arrives,The sandy cobra,The sandy cobra arrives,The sandy cobra arrive,5
281,verb,0,pl,target_verb_num_pl_att0_sg,larks,scale,The quiet larks,The quiet larks scale,The quiet larks scales,5
282,verb,0,sg,target_verb_num_sg_att0_pl,tortoise,coils,The elegant tortoise,The elegant tortoise coils,The elegant tortoise coil,5
283,verb,0,sg,target_verb_num_sg_att0_pl,hyena,remains,The tough hyena,The tough hyena remains,The tough hyena remain,5
284,verb,0,pl,target_verb_num_pl_att0_sg,aphids,dig,The vicious aphids,The vicious aphids dig,The vicious aphids digs,5
285,verb,0,sg,target_verb_num_sg_att0_pl,mongoose,curls,The flighty mongoose,The flighty mongoose curls,The flighty mongoose curl,5
286,verb,0,sg,target_verb_num_sg_att0_pl,bass,hunts,The plump bass,The plump bass hunts,The plump bass hunt,5
287,verb,0,sg,target_verb_num_sg_att0_pl,octopus,leaps,The chubby octopus,The chubby octopus leaps,The chubby octopus leap,5
288,verb,0,pl,target_verb_num_pl_att0_sg,larks,lean,The agile larks,The agile larks lean,The agile larks leans,5
289,verb,0,pl,target_verb_num_pl_att0_sg,gooses,stay,The quick gooses,The quick gooses stay,The quick gooses stays,5
290,verb,0,sg,target_verb_num_sg_att0_pl,robin,plays,The frosty robin,The frosty robin plays,The frosty robin play,5
291,verb,0,pl,target_verb_num_pl_att0_sg,gooses,march,The pink gooses,The pink gooses march,The pink gooses marches,5
292,verb,0,pl,target_verb_num_pl_att0_sg,kits,sail,The glum kits,The glum kits sail,The glum kits sails,5
293,verb,0,pl,target_verb_num_pl_att0_sg,mouses,tunnel,The loud mouses,The loud mouses tunnel,The loud mouses tunnels,5
294,verb,0,pl,target_verb_num_pl_att0_sg,owls,walk,The orange owls,The orange owls walk,The orange owls walks,5
295,verb,0,pl,target_verb_num_pl_att0_sg,wrens,drink,The bold wrens,The bold wrens drink,The bold wrens drinks,5
296,verb,0,pl,target_verb_num_pl_att0_sg,squirrels,bound,The vivid squirrels,The vivid squirrels bound,The vivid squirrels bounds,5
297,verb,0,pl,target_verb_num_pl_att0_sg,beavers,hide,The soft beavers,The soft beavers hide,The soft beavers hides,5
298,verb,0,pl,target_verb_num_pl_att0_sg,clams,run,The alert clams,The alert clams run,The alert clams runs,5
299,verb,0,sg,target_verb_num_sg_att0_pl,lynx,bounds,The vivid lynx,The vivid lynx bounds,The vivid lynx bound,5
300,verb,0,sg,target_verb_num_sg_att0_pl,squirrel,rests,The tepid squirrel,The tepid squirrel rests,The tepid squirrel rest,5
301,verb,0,pl,target_verb_num_pl_att0_sg,bisons,nest,The dark bisons,The dark bisons nest,The dark bisons nests,5
302,verb,0,pl,target_verb_num_pl_att0_sg,calfs,drink,The bold calfs,The bold calfs drink,The bold calfs drinks,5
303,verb,0,sg,target_verb_num_sg_att0_pl,gull,arises,The brisk gull,The brisk gull arises,The brisk gull arise,5
304,verb,0,sg,target_verb_num_sg_att0_pl,dolphin,approaches,The dewy dolphin,The dewy dolphin approaches,The dewy dolphin approach,5
305,verb,0,pl,target_verb_num_pl_att0_sg,trouts,nod,The idle trouts,The idle trouts nod,The idle trouts nods,5
306,verb,0,sg,target_verb_num_sg_att0_pl,chameleon,walks,The active chameleon,The active chameleon walks,The active chameleon walk,5
307,verb,0,sg,target_verb_num_sg_att0_pl,hamster,dives,The dull hamster,The dull hamster dives,The dull hamster dive,5
308,verb,0,sg,target_verb_num_sg_att0_pl,gopher,reads,The mild gopher,The mild gopher reads,The mild gopher read,5
309,verb,0,sg,target_verb_num_sg_att0_pl,herring,marches,The diligent herring,The diligent herring marches,The diligent herring march,5
310,verb,0,sg,target_verb_num_sg_att0_pl,bass,nests,The lanky bass,The lanky bass nests,The lanky bass nest,5
311,verb,0,pl,target_verb_num_pl_att0_sg,buntings,scale,The twisted buntings,The twisted buntings scale,The twisted buntings scales,5
312,verb,0,sg,target_verb_num_sg_att0_pl,jaguar,scales,The messy jaguar,The messy jaguar scales,The messy jaguar scale,5
313,verb,0,pl,target_verb_num_pl_att0_sg,cranes,claw,The solid cranes,The solid cranes claw,The solid cranes claws,5
314,verb,0,pl,target_verb_num_pl_att0_sg,mussels,sing,The serene mussels,The serene mussels sing,The serene mussels sings,5
315,verb,0,pl,target_verb_num_pl_att0_sg,turtles,advance,The feeble turtles,The feeble turtles advance,The feeble turtles advances,5
316,verb,0,pl,target_verb_num_pl_att0_sg,doves,dig,The rough doves,The rough doves dig,The rough doves digs,5
317,verb,0,sg,target_verb_num_sg_att0_pl,gull,digs,The rough gull,The rough gull digs,The rough gull dig,5
318,verb,0,sg,target_verb_num_sg_att0_pl,falcon,scales,The messy falcon,The messy falcon scales,The messy falcon scale,5
319,verb,0,pl,target_verb_num_pl_att0_sg,mouses,drink,The bold mouses,The bold mouses drink,The bold mouses drinks,5
320,verb,0,sg,target_verb_num_sg_att0_pl,wasp,tracks,The shy wasp,The shy wasp tracks,The shy wasp track,5
321,verb,0,pl,target_verb_num_pl_att0_sg,perchs,nod,The idle perchs,The idle perchs nod,The idle perchs nods,5
322,verb,0,sg,target_verb_num_sg_att0_pl,harrier,pushes,The loyal harrier,The loyal harrier pushes,The loyal harrier push,5
323,verb,0,pl,target_verb_num_pl_att0_sg,quolls,eat,The tender quolls,The tender quolls eat,The tender quolls eats,5
324,verb,0,sg,target_verb_num_sg_att0_pl,snail,leaps,The big snail,The big snail leaps,The big snail leap,5
325,verb,0,sg,target_verb_num_sg_att0_pl,raven,sleeps,The brutal raven,The brutal raven sleeps,The brutal raven sleep,5
326,verb,0,pl,target_verb_num_pl_att0_sg,quails,curl,The awkward quails,The awkward quails curl,The awkward quails curls,5
327,verb,0,sg,target_verb_num_sg_att0_pl,midge,hops,The slender midge,The slender midge hops,The slender midge hop,5
328,verb,0,sg,target_verb_num_sg_att0_pl,bunting,wheels,The dependable bunting,The dependable bunting wheels,The dependable bunting wheel,5
329,verb,0,pl,target_verb_num_pl_att0_sg,whales,mount,The coiled whales,The coiled whales mount,The coiled whales mounts,5
330,verb,0,pl,target_verb_num_pl_att0_sg,storks,remain,The rocky storks,The rocky storks remain,The rocky storks remains,5
331,verb,0,pl,target_verb_num_pl_att0_sg,ravens,rise,The curved ravens,The curved ravens rise,The curved ravens rises,5
332,verb,0,pl,target_verb_num_pl_att0_sg,finchs,jump,The joyful finchs,The joyful finchs jump,The joyful finchs jumps,5
333,verb,0,pl,target_verb_num_pl_att0_sg,ibiss,lap,The airy ibiss,The airy ibiss lap,The airy ibiss laps,5
334,verb,0,sg,target_verb_num_sg_att0_pl,jay,laps,The airy jay,The airy jay laps,The airy jay lap,5
335,verb,0,sg,target_verb_num_sg_att0_pl,gull,dreams,The sluggish gull,The sluggish gull dreams,The sluggish gull dream,5
336,verb,0,sg,target_verb_num_sg_att0_pl,midge,runs,The alert midge,The alert midge runs,The alert midge run,5
337,verb,0,pl,target_verb_num_pl_att0_sg,buzzards,track,The rigid buzzards,The rigid buzzards track,The rigid buzzards tracks,5
338,verb,0,pl,target_verb_num_pl_att0_sg,snails,circle,The vast snails,The vast snails circle,The vast snails circles,5
339,verb,0,pl,target_verb_num_pl_att0_sg,tapirs,scale,The twisted tapirs,The twisted tapirs scale,The twisted tapirs scales,5
340,verb,0,sg,target_verb_num_sg_att0_pl,markhor,laps,The airy markhor,The airy markhor laps,The airy markhor lap,5
341,verb,0,pl,target_verb_num_pl_att0_sg,cranes,lap,The airy cranes,The airy cranes lap,The airy cranes laps,5
342,verb,0,pl,target_verb_num_pl_att0_sg,snails,rock,The green snails,The green snails rock,The green snails rocks,5
343,verb,0,sg,target_verb_num_sg_att0_pl,zebra,returns,The furry zebra,The furry zebra returns,The furry zebra return,5
344,verb,0,sg,target_verb_num_sg_att0_pl,jay,tracks,The rigid jay,The rigid jay tracks,The rigid jay track,5
345,verb,0,pl,target_verb_num_pl_att0_sg,wrens,stride,The swift wrens,The swift wrens stride,The swift wrens strides,5
346,verb,0,sg,target_verb_num_sg_att0_pl,newt,scales,The quiet newt,The quiet newt scales,The quiet newt scale,5
347,verb,0,pl,target_verb_num_pl_att0_sg,puffins,mount,The tidy puffins,The tidy puffins mount,The tidy puffins mounts,5
348,verb,0,pl,target_verb_num_pl_att0_sg,sharks,wake,The portly sharks,The portly sharks wake,The portly sharks wakes,5
349,verb,0,sg,target_verb_num_sg_att0_pl,calf,trails,The meek calf,The meek calf trails,The meek calf trail,5
350,verb,0,sg,target_verb_num_sg_att0_pl,thrush,pushes,The loyal thrush,The loyal thrush pushes,The loyal thrush push,5
351,verb,0,pl,target_verb_num_pl_att0_sg,llamas,leap,The fluffy llamas,The fluffy llamas leap,The fluffy llamas leaps,5
352,verb,0,sg,target_verb_num_sg_att0_pl,quoll,rocks,The sour quoll,The sour quoll rocks,The sour quoll rock,5
353,verb,0,pl,target_verb_num_pl_att0_sg,gazelles,stretch,The glossy gazelles,The glossy gazelles stretch,The glossy gazelles stretches,5
354,verb,0,pl,target_verb_num_pl_att0_sg,cougars,circle,The dim cougars,The dim cougars circle,The dim cougars circles,5
355,verb,0,pl,target_verb_num_pl_att0_sg,coyotes,rock,The old coyotes,The old coyotes rock,The old coyotes rocks,5
356,verb,0,pl,target_verb_num_pl_att0_sg,quails,lean,The dusty quails,The dusty quails lean,The dusty quails leans,5
357,verb,0,sg,target_verb_num_sg_att0_pl,bilby,returns,The dotted bilby,The dotted bilby returns,The dotted bilby return,5
358,verb,0,sg,target_verb_num_sg_att0_pl,snail,skips,The black snail,The black snail skips,The black snail skip,5
359,verb,0,sg,target_verb_num_sg_att0_pl,weevil,coils,The elegant weevil,The elegant weevil coils,The elegant weevil coil,5
360,verb,0,pl,target_verb_num_pl_att0_sg,llamas,march,The elderly llamas,The elderly llamas march,The elderly llamas marches,5
361,verb,0,sg,target_verb_num_sg_att0_pl,seal,advances,The scarlet seal,The scarlet seal advances,The scarlet seal advance,5
362,verb,0,pl,target_verb_num_pl_att0_sg,beavers,nod,The aged beavers,The aged beavers nod,The aged beavers nods,5
363,verb,0,pl,target_verb_num_pl_att0_sg,tigers,rock,The old tigers,The old tigers rock,The old tigers rocks,5
364,verb,0,sg,target_verb_num_sg_att0_pl,crow,reels,The nimble crow,The nimble crow reels,The nimble crow reel,5
365,verb,0,sg,target_verb_num_sg_att0_pl,elk,arises,The spotless elk,The spotless elk arises,The spotless elk arise,5
366,verb,0,sg,target_verb_num_sg_att0_pl,cub,grabs,The docile cub,The docile cub grabs,The docile cub grab,5
367,verb,0,sg,target_verb_num_sg_att0_pl,hedgehog,circles,The dim hedgehog,The dim hedgehog circles,The dim hedgehog circle,5
368,verb,0,sg,target_verb_num_sg_att0_pl,tapir,returns,The dotted tapir,The dotted tapir returns,The dotted tapir return,5
369,verb,0,sg,target_verb_num_sg_att0_pl,plover,pushes,The loyal plover,The loyal plover pushes,The loyal plover push,5
370,verb,0,sg,target_verb_num_sg_att0_pl,newt,drinks,The bold newt,The bold newt drinks,The bold newt drink,5
371,verb,0,sg,target_verb_num_sg_att0_pl,jellyfish,reads,The lonely jellyfish,The lonely jellyfish reads,The lonely jellyfish read,5
372,verb,0,sg,target_verb_num_sg_att0_pl,parrot,pauses,The murky parrot,The murky parrot pauses,The murky parrot pause,5
373,verb,0,pl,target_verb_num_pl_att0_sg,jackals,spin,The young jackals,The young jackals spin,The young jackals spins,5
374,verb,0,pl,target_verb_num_pl_att0_sg,perchs,walk,The active perchs,The active perchs walk,The active perchs walks,5
375,verb,0,sg,target_verb_num_sg_att0_pl,aphid,pushes,The clumsy aphid,The clumsy aphid pushes,The clumsy aphid push,5
376,verb,0,sg,target_verb_num_sg_att0_pl,stoat,twists,The sad stoat,The sad stoat twists,The sad stoat twist,5
