idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl,set_id,singular_item_id,plural_item_id
81,train,verb,0,target_verb_att0_opp,rabbit,rabbits,is,are,The bright rabbit,The bright rabbits,The bright rabbit is,The bright rabbit are,The bright rabbits are,The bright rabbits is,4,4,b9a9e481-069c-4994-b1ea-e2feab4c7d1c,a13e009a-8ade-470f-8208-c55340b34ab9,3481212c-3a0c-413e-b9d6-1cad526eb468
82,train,verb,0,target_verb_att0_opp,lion,lions,alerts,alert,The quiet lion,The quiet lions,The quiet lion alerts,The quiet lion alert,The quiet lions alert,The quiet lions alerts,4,4,e813df7d-b018-4c0c-a1b5-998df59cd9d6,1f445707-7463-4647-8f50-87c050125347,275fca9b-b8cd-4ed3-bfa6-45f12594c674
83,train,verb,0,target_verb_att0_opp,rat,rats,is,are,The quiet rat,The quiet rats,The quiet rat is,The quiet rat are,The quiet rats are,The quiet rats is,4,4,c338473d-d4ed-4958-87a8-f1d7c30efe48,8e9a48df-0ef0-4b24-b62e-b4090e00d02f,236b753c-5d74-4392-ba7d-7ab86b309c55
84,train,verb,0,target_verb_att0_opp,dog,dogs,walks,walk,The small dog,The small dogs,The small dog walks,The small dog walk,The small dogs walk,The small dogs walks,4,4,1e5b50a7-694e-495c-899f-9a37b5c1b6f4,89b6d642-a9b0-46d8-8008-c0fe89ed825a,e8447f46-061e-4216-923a-61b3b594783e
85,train,verb,0,target_verb_att0_opp,monitor,monitors,is,are,The slender monitor,The slender monitors,The slender monitor is,The slender monitor are,The slender monitors are,The slender monitors is,4,4,1a58adc9-5c20-4071-ab90-9dc07fceffba,bf3129e7-38af-4096-920b-7d0db0a92494,894b233f-c160-42b2-b4e5-3d5ef3c940b0
86,train,verb,0,target_verb_att0_opp,dolphin,dolphins,spots,spot,The sleepy dolphin,The sleepy dolphins,The sleepy dolphin spots,The sleepy dolphin spot,The sleepy dolphins spot,The sleepy dolphins spots,4,4,50bc099d-5185-4549-84da-36c0e970a493,0bf142e8-79b0-405f-88e5-b35cfc832587,947acffe-82b5-428a-92ee-df84decee88d
87,train,verb,0,target_verb_att0_opp,rat,rats,alerts,alert,The slender rat,The slender rats,The slender rat alerts,The slender rat alert,The slender rats alert,The slender rats alerts,4,4,f2b474ad-aca7-4c66-bfb3-7d4facc788c3,0dc0b008-e48f-4b94-a475-be8ac1567b38,89821837-d095-424e-8b5b-76810c0dbdcd
88,train,verb,0,target_verb_att0_opp,monitor,monitors,flies,fly,The slender monitor,The slender monitors,The slender monitor flies,The slender monitor fly,The slender monitors fly,The slender monitors flies,4,4,5856d1eb-f70a-485f-90f0-1d4c60e38ae1,98cfff6b-1694-4884-9e31-40478fe89a00,68ab68e5-ba0f-4bc7-b44d-ca514668fd34
89,train,verb,0,target_verb_att0_opp,whale,whales,rushes,rush,The bright whale,The bright whales,The bright whale rushes,The bright whale rush,The bright whales rush,The bright whales rushes,4,4,067e395e-438f-4579-b763-f31f09c59f06,00ae4bc9-e71c-4b8c-a4a2-f079a1834254,9e1e48e3-8119-4d42-90cc-46d79e78260f
90,train,verb,0,target_verb_att0_opp,horse,horses,climbs,climb,The quiet horse,The quiet horses,The quiet horse climbs,The quiet horse climb,The quiet horses climb,The quiet horses climbs,4,4,1b4016b7-f262-45c9-910b-a0182ae2c3e8,f7ac84df-fb72-4804-b4c4-057a61c54860,232b856b-5639-4f91-acfb-fc32703a4fad
91,train,verb,0,target_verb_att0_opp,horse,horses,coils,coil,The calm horse,The calm horses,The calm horse coils,The calm horse coil,The calm horses coil,The calm horses coils,4,4,e4ecdfdc-ac2d-4dd9-a951-aac98857a562,e4498dc7-57c5-47f2-bec3-6a4489f62025,5f9ea827-591f-45c0-8089-33c86dd905af
92,train,verb,0,target_verb_att0_opp,kit,kits,curls,curl,The sleepy kit,The sleepy kits,The sleepy kit curls,The sleepy kit curl,The sleepy kits curl,The sleepy kits curls,4,4,462bf656-e2ea-49d5-bb53-41c57f6c2bf7,2d408ca6-fa33-4dae-953a-4be288db001d,fc69b8da-2fad-42c8-8668-e44d0efce9f7
93,train,verb,0,target_verb_att0_opp,whale,whales,escapes,escape,The timid whale,The timid whales,The timid whale escapes,The timid whale escape,The timid whales escape,The timid whales escapes,4,4,2ff44e09-e736-4f8c-b062-a22b1ef500d2,de4c372d-dd79-4b94-b70e-e9d46ffb2685,f3ce54be-bbe2-4e62-a261-1c209403be41
94,train,verb,0,target_verb_att0_opp,kitten,kittens,nests,nest,The slender kitten,The slender kittens,The slender kitten nests,The slender kitten nest,The slender kittens nest,The slender kittens nests,4,4,7de42012-a350-4f5c-9c9d-8ebba5f7479f,6d290022-2c2f-4fbf-8a24-6f61eb2c3c65,371c152c-fda4-4627-9e2f-5246e1a505e6
95,train,verb,0,target_verb_att0_opp,chick,chicks,crosses,cross,The quiet chick,The quiet chicks,The quiet chick crosses,The quiet chick cross,The quiet chicks cross,The quiet chicks crosses,4,4,5e39c84a-a497-47b7-be95-c6cd5baa8265,68a7eedf-34d0-4ff4-94c2-b2f6b60386b8,d818344a-ffb7-49da-ae46-e428956ced7c
96,train,verb,0,target_verb_att0_opp,rat,rats,continues,continue,The slender rat,The slender rats,The slender rat continues,The slender rat continue,The slender rats continue,The slender rats continues,4,4,db506ee9-ea00-42c8-9daf-bfb9529aca42,00505dab-8e47-43c7-8763-384dcb2c6e59,2c5f1543-23e1-47fa-a141-c0a465661bd8
97,train,verb,0,target_verb_att0_opp,kit,kits,rests,rest,The timid kit,The timid kits,The timid kit rests,The timid kit rest,The timid kits rest,The timid kits rests,4,4,6fe1996a-ae3e-4cb8-888a-9f8401fad83e,6f9ee2c8-78fe-4750-8621-7700fcfa8b7a,a9fb76f0-73a3-42b4-965e-1329dc361d69
98,train,verb,0,target_verb_att0_opp,turtle,turtles,walks,walk,The quiet turtle,The quiet turtles,The quiet turtle walks,The quiet turtle walk,The quiet turtles walk,The quiet turtles walks,4,4,66fdcd81-cf3e-495e-9f98-4f81f98afbd9,01a3f862-4cbb-4470-ac8d-63f2a396590e,febf0936-0b74-4ed4-984a-93d36c14870b
99,train,verb,0,target_verb_att0_opp,doe,does,is,are,The slender doe,The slender does,The slender doe is,The slender doe are,The slender does are,The slender does is,4,4,07be2151-47e3-4f28-ade6-61fe8db9cb0b,38feaf32-beb1-4a88-8e3d-e0e2e329b7db,302e1630-4402-44e5-9474-f392ebc22bf2
100,train,verb,0,target_verb_att0_opp,kit,kits,loops,loop,The nervous kit,The nervous kits,The nervous kit loops,The nervous kit loop,The nervous kits loop,The nervous kits loops,4,4,a636ef1c-3d63-4eb8-85b0-a285f73b27af,cddac8c4-dee8-45c7-97f3-86b047b4b25c,bef91dad-b92e-4510-933f-1298560ed598
101,train,verb,0,target_verb_att0_opp,doe,does,slides,slide,The bright doe,The bright does,The bright doe slides,The bright doe slide,The bright does slide,The bright does slides,4,4,34481336-e624-4410-9241-a8de4f21b0ca,91d46c37-7108-4a1e-9b4e-dbbf13e90d7a,73a73dc6-c7d0-43a0-89e5-f57fb604d313
102,train,verb,0,target_verb_att0_opp,panda,pandas,separates,separate,The sleepy panda,The sleepy pandas,The sleepy panda separates,The sleepy panda separate,The sleepy pandas separate,The sleepy pandas separates,4,4,a39cafe3-47eb-4bb4-ae8a-63293f6d91ee,58182761-0fec-415b-a7a6-30076bb65aff,7522032e-720d-4df5-8f1e-91b1230c73e9
103,train,verb,0,target_verb_att0_opp,frog,frogs,crowds,crowd,The small frog,The small frogs,The small frog crowds,The small frog crowd,The small frogs crowd,The small frogs crowds,4,4,f471ffd1-be8a-40aa-8a22-c635baf639a7,fa70a189-8204-460f-a8df-d7cb9a79198d,9bb3b647-ca1f-4729-a015-658e017bf433
104,train,verb,0,target_verb_att0_opp,lion,lions,separates,separate,The fuzzy lion,The fuzzy lions,The fuzzy lion separates,The fuzzy lion separate,The fuzzy lions separate,The fuzzy lions separates,4,4,f23d9070-d394-426a-9dc6-d625c7da4fd0,e59b741c-9a2f-4898-8046-873c0c6ec501,22bd8ffb-aaab-4bda-80c8-7479d4ee6375
105,train,verb,0,target_verb_att0_opp,horse,horses,settles,settle,The slender horse,The slender horses,The slender horse settles,The slender horse settle,The slender horses settle,The slender horses settles,4,4,c29eb403-f247-4553-8ce2-11d8de1e6a12,9847729f-a443-407e-bbc3-f2375e315420,5ecec565-e714-456a-b0e2-dca0927d5cb6
106,train,verb,0,target_verb_att0_opp,rabbit,rabbits,laps,lap,The nervous rabbit,The nervous rabbits,The nervous rabbit laps,The nervous rabbit lap,The nervous rabbits lap,The nervous rabbits laps,4,4,bc61f740-5ae3-438e-8d0f-d9ded1fb47cf,0849b406-14cd-473e-ace6-abec9d247c4c,f5412022-59c9-4e1c-b7cf-6cdf94c9f53d
107,train,verb,0,target_verb_att0_opp,kit,kits,bites,bite,The fuzzy kit,The fuzzy kits,The fuzzy kit bites,The fuzzy kit bite,The fuzzy kits bite,The fuzzy kits bites,4,4,a30ed711-f720-41d2-82b7-508550c2d0b6,a368460f-79d1-4073-b099-784f88f30769,fff2de4f-a84e-4ca3-be7a-4a44eff97f94
108,train,verb,0,target_verb_att0_opp,cock,cocks,pauses,pause,The bright cock,The bright cocks,The bright cock pauses,The bright cock pause,The bright cocks pause,The bright cocks pauses,4,4,ef258f62-3236-4f4f-a1c2-0d1bc8f084fb,557696f5-331b-4eb9-a983-48f55970b5c8,806014a7-acf2-4eca-826e-a3361b9a222e
109,train,verb,0,target_verb_att0_opp,rat,rats,monitors,monitor,The bright rat,The bright rats,The bright rat monitors,The bright rat monitor,The bright rats monitor,The bright rats monitors,4,4,c94758f0-a484-48a4-9339-f1197738a8f6,4892e950-2f5c-4c7d-9fc4-4f04e37df113,4713ee81-1684-46a2-9908-5b641b43cc80
110,train,verb,0,target_verb_att0_opp,kitten,kittens,attacks,attack,The fuzzy kitten,The fuzzy kittens,The fuzzy kitten attacks,The fuzzy kitten attack,The fuzzy kittens attack,The fuzzy kittens attacks,4,4,006f2143-a0c1-41c8-9c02-65f386464dcb,5df1012d-b6ce-4ba0-8092-09ae450b882a,8113bc96-d969-4079-9856-e7feb842a7b9
111,train,verb,0,target_verb_att0_opp,bat,bats,is,are,The quiet bat,The quiet bats,The quiet bat is,The quiet bat are,The quiet bats are,The quiet bats is,4,4,88f5d6fd-e2c1-4bf2-b394-5ddfc1d80bdf,75099ac2-4b9b-443c-8f67-6e20fd52ad00,9839fa98-1f41-4d5f-b897-6a14d89d18ef
112,train,verb,0,target_verb_att0_opp,pup,pups,approaches,approach,The small pup,The small pups,The small pup approaches,The small pup approach,The small pups approach,The small pups approaches,4,4,f7fcb6b8-65f4-4703-a21e-cbcea9ac45c1,18e8547c-b915-4166-8055-cee4d51b44da,4ae970e5-cb12-4fad-bdf4-da20d0149577
113,train,verb,0,target_verb_att0_opp,shark,sharks,joins,join,The sleepy shark,The sleepy sharks,The sleepy shark joins,The sleepy shark join,The sleepy sharks join,The sleepy sharks joins,4,4,c894b1d1-2b3f-415f-8b50-b74274fdc559,c3634d4d-f633-4f64-bea8-876cb09989b8,e9d8f04c-c90a-4115-9dd7-45d72614f310
114,train,verb,0,target_verb_att0_opp,kit,kits,stretches,stretch,The nervous kit,The nervous kits,The nervous kit stretches,The nervous kit stretch,The nervous kits stretch,The nervous kits stretches,4,4,9189f7d5-35de-4e06-91d1-023286d28493,7184aaa3-8253-4fa1-9778-37dfaf052db3,3a03adce-0198-47a3-8c26-1240db9dc33f
115,train,verb,0,target_verb_att0_opp,pup,pups,comes,come,The timid pup,The timid pups,The timid pup comes,The timid pup come,The timid pups come,The timid pups comes,4,4,a9e5da20-ba3d-499a-aea8-a97fa1d9bd2f,58e2b587-e6e8-45bd-bb0e-0cd6272c0e76,ad2bbe63-ab77-4994-b4b7-011e88b8a89f
116,train,verb,0,target_verb_att0_opp,cock,cocks,observes,observe,The fuzzy cock,The fuzzy cocks,The fuzzy cock observes,The fuzzy cock observe,The fuzzy cocks observe,The fuzzy cocks observes,4,4,c421d1a1-10c3-4c0f-b90a-44eaec8a6920,5a9a13bf-50e2-4a8a-aa4b-51cf8c82bc53,acd11454-670c-45fc-b1db-2daacfb12bbd
117,train,verb,0,target_verb_att0_opp,dolphin,dolphins,releases,release,The timid dolphin,The timid dolphins,The timid dolphin releases,The timid dolphin release,The timid dolphins release,The timid dolphins releases,4,4,605f4d62-a408-44d2-9afb-23f5a58a58c7,fa0f6509-32f8-4130-ba6e-f5c93cb0d4b2,7dfe277b-1491-4418-82a5-b67606b36af5
118,train,verb,0,target_verb_att0_opp,kit,kits,pushes,push,The calm kit,The calm kits,The calm kit pushes,The calm kit push,The calm kits push,The calm kits pushes,4,4,efc973c0-d44a-4339-a25a-957591a38831,a76a0a5d-0801-411e-8d5b-867ac5f91c46,c922c677-0735-46f8-ae2a-262711e0f4ad
119,train,verb,0,target_verb_att0_opp,rat,rats,rests,rest,The bright rat,The bright rats,The bright rat rests,The bright rat rest,The bright rats rest,The bright rats rests,4,4,91dead73-b510-4337-9998-df021068c9c4,0af8e38d-cadc-4b05-acd9-6bc542cfb303,42706115-abc0-46db-b4d3-a75f1186b5f4
120,train,verb,0,target_verb_att0_opp,cock,cocks,displays,display,The sleepy cock,The sleepy cocks,The sleepy cock displays,The sleepy cock display,The sleepy cocks display,The sleepy cocks displays,4,4,84b221e1-8f9e-4800-8419-c3964bfd19b6,6e9daf7b-7fcc-4703-9829-39fc04e1ea78,7ca307f4-5d7c-48ae-ab05-4ab92ff37e3c
121,train,verb,0,target_verb_att0_opp,bat,bats,is,are,The nervous bat,The nervous bats,The nervous bat is,The nervous bat are,The nervous bats are,The nervous bats is,4,4,f17e85e2-cded-4d81-a272-1d037edc9147,a372344d-1051-46fc-a521-60b3bd8d0e7b,1ce5e6c0-2c18-4970-ba42-0f80887ac987
122,train,verb,0,target_verb_att0_opp,dolphin,dolphins,loops,loop,The bright dolphin,The bright dolphins,The bright dolphin loops,The bright dolphin loop,The bright dolphins loop,The bright dolphins loops,4,4,5435c84a-c1ef-4db7-a095-ec3798c9a0bd,87980506-1427-4270-9a57-41c6f0487df1,ad7ec9e5-8508-48d5-a766-ff6733a6c40d
123,train,verb,0,target_verb_att0_opp,bat,bats,breaks,break,The sleepy bat,The sleepy bats,The sleepy bat breaks,The sleepy bat break,The sleepy bats break,The sleepy bats breaks,4,4,82b52cfe-026c-4cbe-b070-75e6e5eb8028,07bda568-5149-420d-9616-eb300dcca7a1,3f98fdec-f282-4f66-a4e8-6a79cb5a377a
124,train,verb,0,target_verb_att0_opp,whale,whales,floats,float,The sleepy whale,The sleepy whales,The sleepy whale floats,The sleepy whale float,The sleepy whales float,The sleepy whales floats,4,4,d487f2e2-530a-4237-b2da-47cf3267344f,ce4c0fb7-ff78-4464-b200-cfa621cb53a8,776401d6-036e-4193-9a7d-20a03548307c
125,train,verb,0,target_verb_att0_opp,bat,bats,is,are,The slender bat,The slender bats,The slender bat is,The slender bat are,The slender bats are,The slender bats is,4,4,9360da6c-d154-4509-8a68-7000b31ae7c2,5137d26e-d5e1-4e00-ba6b-5733c8286a62,bae944e5-64f5-49ff-a0a7-95da037ce8d5
126,train,verb,0,target_verb_att0_opp,cow,cows,peers,peer,The small cow,The small cows,The small cow peers,The small cow peer,The small cows peer,The small cows peers,4,4,1fc037e1-f022-4736-b514-37db29e02c88,711a8427-1af1-4ce7-bd79-1193fa1c6d5f,102c2976-9939-4148-abf8-02597861f92a
127,train,verb,0,target_verb_att0_opp,whale,whales,pulls,pull,The calm whale,The calm whales,The calm whale pulls,The calm whale pull,The calm whales pull,The calm whales pulls,4,4,18b1dbb3-81b3-4be7-9d9a-af83ffcd39f3,15aa23d1-428c-46cc-be42-71baf1da1521,bc747658-80be-4dac-992d-592273b8bc82
128,train,verb,0,target_verb_att0_opp,turtle,turtles,moves,move,The bright turtle,The bright turtles,The bright turtle moves,The bright turtle move,The bright turtles move,The bright turtles moves,4,4,8c175fd8-9d46-459d-89ff-9c970fff5163,3ab0527d-6859-48e0-88c5-12bbe1cef1d3,111a2f47-7be2-4a99-b669-15d60fb66e39
129,train,verb,0,target_verb_att0_opp,dog,dogs,is,are,The quiet dog,The quiet dogs,The quiet dog is,The quiet dog are,The quiet dogs are,The quiet dogs is,4,4,117bffbc-3a47-497a-bcf7-21124ae5c3bd,af59a314-2c11-466f-b813-56a41dfeb4ff,40872704-a394-4555-8638-f87d47d0b4fb
130,train,verb,0,target_verb_att0_opp,doe,does,encounters,encounter,The small doe,The small does,The small doe encounters,The small doe encounter,The small does encounter,The small does encounters,4,4,15b9b3a0-a4ad-44a8-9c91-d81d49bb696d,8d1b0249-5ac5-4b92-ad2b-466a919b797e,46d5c3bf-5aa3-4d76-84d1-7e4c03f3f90e
131,train,verb,0,target_verb_att0_opp,doe,does,is,are,The sleepy doe,The sleepy does,The sleepy doe is,The sleepy doe are,The sleepy does are,The sleepy does is,4,4,26f6c9c7-7935-41c8-b084-34e2b83ae317,30949422-aa85-40df-a611-e4a2c5319d6f,7ee44d55-ec98-427c-8183-ccff3d8fd4bc
132,train,verb,0,target_verb_att0_opp,dog,dogs,looks,look,The fuzzy dog,The fuzzy dogs,The fuzzy dog looks,The fuzzy dog look,The fuzzy dogs look,The fuzzy dogs looks,4,4,ac20aa5d-db20-4a38-baaa-be2500d68d18,08e05b8f-1b59-4c03-a4db-afeec669589c,7e47c588-3929-418e-9937-cb5bf8776c01
133,train,verb,0,target_verb_att0_opp,shark,sharks,settles,settle,The calm shark,The calm sharks,The calm shark settles,The calm shark settle,The calm sharks settle,The calm sharks settles,4,4,a9324030-eab4-4260-b7f1-3141be55e2e6,5f58d6e3-ff65-40ab-bd6f-6f91daa81e7e,5e5766dd-0c0c-4e6f-abbb-e482ec577548
134,train,verb,0,target_verb_att0_opp,kitten,kittens,moves,move,The fuzzy kitten,The fuzzy kittens,The fuzzy kitten moves,The fuzzy kitten move,The fuzzy kittens move,The fuzzy kittens moves,4,4,c28057b7-13d8-490f-ac3a-e5e04dac070f,8dc19291-6701-4d9e-9851-841c4d34c296,7e0667b1-7b26-4521-9087-361f93c03b9b
135,train,verb,0,target_verb_att0_opp,panda,pandas,stays,stay,The quiet panda,The quiet pandas,The quiet panda stays,The quiet panda stay,The quiet pandas stay,The quiet pandas stays,4,4,2f72ea4a-9cb1-4f99-91d2-025f2bac2dbd,71a50468-9d99-43da-8795-a2e17e1e44dd,7332f434-884d-4753-9af9-5b7126bcf4d7
136,train,verb,0,target_verb_att0_opp,kitten,kittens,leaps,leap,The quiet kitten,The quiet kittens,The quiet kitten leaps,The quiet kitten leap,The quiet kittens leap,The quiet kittens leaps,4,4,ff356154-4960-4047-96d6-ec1fc5e7b66a,0364cf3c-705f-41b4-8d1b-a96379ecf8c4,d573b64f-1828-4f85-bd02-444244cb6e71
137,train,verb,0,target_verb_att0_opp,cow,cows,snaps,snap,The nervous cow,The nervous cows,The nervous cow snaps,The nervous cow snap,The nervous cows snap,The nervous cows snaps,4,4,a587464a-111a-4c1c-a83a-a8a039b259c6,4b40a0f6-f53c-4604-be25-ebfe6b53b40c,a8af0cb0-edd6-4587-b0d3-dfc77ec71885
138,train,verb,0,target_verb_att0_opp,monitor,monitors,shakes,shake,The small monitor,The small monitors,The small monitor shakes,The small monitor shake,The small monitors shake,The small monitors shakes,4,4,fd5d7660-d8ed-4edc-b824-bccd284f467d,7f554bb3-521f-469f-9e5d-85394f3fd2e8,34f934ee-4089-4f0b-9657-3cfeec0dc8ae
139,train,verb,0,target_verb_att0_opp,dolphin,dolphins,disappears,disappear,The nervous dolphin,The nervous dolphins,The nervous dolphin disappears,The nervous dolphin disappear,The nervous dolphins disappear,The nervous dolphins disappears,4,4,b3f4f719-bf66-4c76-b0af-19bccb3ded63,818d9125-9e8a-4020-9770-2d9b0fbdb58c,1d7fc4ba-42b0-4e4c-8230-e99765578021
140,train,verb,0,target_verb_att0_opp,cow,cows,hunts,hunt,The slender cow,The slender cows,The slender cow hunts,The slender cow hunt,The slender cows hunt,The slender cows hunts,4,4,ea8281a1-2588-453c-a509-3b186cf0f309,cac63199-c8aa-456d-b088-d1e3ac8dba4b,f47a02ec-5d77-4ca9-931e-1cb2fffe1617
141,train,verb,0,target_verb_att0_opp,kitten,kittens,is,are,The nervous kitten,The nervous kittens,The nervous kitten is,The nervous kitten are,The nervous kittens are,The nervous kittens is,4,4,6e531195-70f3-4eb7-85db-302dcbc0d8b6,c636a836-c239-4be6-8872-00741efea5ed,d1b83d4a-7ded-4e83-adaa-6ebf05f68b16
142,train,verb,0,target_verb_att0_opp,turtle,turtles,grips,grip,The fuzzy turtle,The fuzzy turtles,The fuzzy turtle grips,The fuzzy turtle grip,The fuzzy turtles grip,The fuzzy turtles grips,4,4,886605a5-58f5-4ea1-87f3-a7d33dff2a6b,add399c2-e047-4b14-a2af-3a4227b765d3,868a5f34-c094-460a-a562-d08bb11a0a06
143,train,verb,0,target_verb_att0_opp,shark,sharks,climbs,climb,The slender shark,The slender sharks,The slender shark climbs,The slender shark climb,The slender sharks climb,The slender sharks climbs,4,4,afab51cd-bb5b-40c4-af54-4ee8d8f97b30,6df6d53e-b97b-40d5-9b45-ca793537c6c4,6e729c8e-01b4-4320-893a-89da5ee6b32e
144,train,verb,0,target_verb_att0_opp,cow,cows,collects,collect,The nervous cow,The nervous cows,The nervous cow collects,The nervous cow collect,The nervous cows collect,The nervous cows collects,4,4,ebeb24dc-740e-4b80-a40c-3830c1275ba8,51368555-afba-4529-acea-4bfd66f5227e,3606f2b9-b53b-47ba-a8b3-950628dc5a56
145,train,verb,0,target_verb_att0_opp,rat,rats,spots,spot,The slender rat,The slender rats,The slender rat spots,The slender rat spot,The slender rats spot,The slender rats spots,4,4,f54c4ca7-5f6a-441d-8836-7e0c811ae75c,a6e25cd5-5b1f-47a2-984f-c6800401ff87,0b765c2a-066f-48f9-bb65-87459cdd4ec5
146,train,verb,0,target_verb_att0_opp,monitor,monitors,examines,examine,The calm monitor,The calm monitors,The calm monitor examines,The calm monitor examine,The calm monitors examine,The calm monitors examines,4,4,8b02952e-85ec-457b-82a8-b33038a1b58b,635ec910-f4d8-4b2c-aac3-c80345745d43,3aa14c9a-629f-49aa-b495-a9c13aeba169
147,train,verb,0,target_verb_att0_opp,shark,sharks,joins,join,The fuzzy shark,The fuzzy sharks,The fuzzy shark joins,The fuzzy shark join,The fuzzy sharks join,The fuzzy sharks joins,4,4,a41dfcda-d41f-4bb0-8792-b4ac9b967e31,8d4f60db-ee82-4306-951f-bdc2bdb30533,119410e9-cbe1-4183-9213-05654dc931d7
148,train,verb,0,target_verb_att0_opp,frog,frogs,grows,grow,The sleepy frog,The sleepy frogs,The sleepy frog grows,The sleepy frog grow,The sleepy frogs grow,The sleepy frogs grows,4,4,d825eecd-d2c8-4b4b-be0a-62201e805512,488ff32d-6911-457e-ae64-7d6f91e76649,f7e382e3-d662-42fb-a1b4-c0af1acec64b
149,train,verb,0,target_verb_att0_opp,cow,cows,avoids,avoid,The timid cow,The timid cows,The timid cow avoids,The timid cow avoid,The timid cows avoid,The timid cows avoids,4,4,0e398ed3-5179-426a-8997-31b008dc2ae7,a8becc3f-ba99-4a1d-83d3-8812222ad640,d24e1017-8f6a-4237-9a6f-a0e84ec21d84
