idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl,set_id,singular_item_id,plural_item_id
76,test,verb,0,target_verb_att0_opp,[wug],[wugs],picks,pick,The curious [wug],The curious [wugs],The curious [wug] picks,The curious [wug] pick,The curious [wugs] pick,The curious [wugs] picks,7,7,f4d6b303-3402-47b4-9886-d6462bc0725c,1cd37cd5-1cf2-46a9-9ade-3b1ac786fca3,58e7f0fc-f531-4750-8dde-a4471be38c01
77,test,verb,0,target_verb_att0_opp,[wug],[wugs],swims,swim,The round [wug],The round [wugs],The round [wug] swims,The round [wug] swim,The round [wugs] swim,The round [wugs] swims,7,7,650fcfce-ceac-4543-9572-a76cd7628878,9a7804d1-2637-415d-8655-3e8f35b55722,2cc5ae73-c3e1-4719-b50f-d93aef0c98fc
78,test,verb,0,target_verb_att0_opp,[wug],[wugs],meets,meet,The curious [wug],The curious [wugs],The curious [wug] meets,The curious [wug] meet,The curious [wugs] meet,The curious [wugs] meets,7,7,14ded218-43b0-4854-a441-be3127ed5b92,3a6cd135-c6f6-41c3-a595-9dff16247ef3,20b8dc0e-f4c3-4fdd-8827-95af607f9efd
79,test,verb,0,target_verb_att0_opp,[wug],[wugs],seems,seem,The lively [wug],The lively [wugs],The lively [wug] seems,The lively [wug] seem,The lively [wugs] seem,The lively [wugs] seems,7,7,adcc0e23-1205-4847-82d8-475b0eba3b79,13bcfa3d-7c0e-4546-a4ae-e6ced4ed6cf2,a461ebec-8e90-40d3-bac8-773109ef1c1a
80,test,verb,0,target_verb_att0_opp,[wug],[wugs],spins,spin,The shy [wug],The shy [wugs],The shy [wug] spins,The shy [wug] spin,The shy [wugs] spin,The shy [wugs] spins,7,7,afde96e2-0cb8-46fb-a9a3-f86bb5d66ef2,08b11464-7a69-4fb8-a132-db9b8aeae67a,df97ed89-28cc-4fdc-8121-c2b7b1e4050b
81,test,verb,0,target_verb_att0_opp,[wug],[wugs],taps,tap,The gentle [wug],The gentle [wugs],The gentle [wug] taps,The gentle [wug] tap,The gentle [wugs] tap,The gentle [wugs] taps,7,7,2d7dd9ac-ee70-492b-ae1a-7b6d301af018,0c317395-5e5e-4249-9ec8-872b41bd1b37,364392ee-67a4-44c5-9e18-b182a5ee11cf
82,test,verb,0,target_verb_att0_opp,[wug],[wugs],lifts,lift,The graceful [wug],The graceful [wugs],The graceful [wug] lifts,The graceful [wug] lift,The graceful [wugs] lift,The graceful [wugs] lifts,7,7,b277f453-72b1-4ca8-829b-ed8f84b8ce5c,bf759845-c431-48c2-a493-af01ed310655,12dea64b-8bcb-4ad0-ab99-836dcb6681da
83,test,verb,0,target_verb_att0_opp,[wug],[wugs],calls,call,The shy [wug],The shy [wugs],The shy [wug] calls,The shy [wug] call,The shy [wugs] call,The shy [wugs] calls,7,7,f40c8789-ac8a-4a67-9876-c4335dbcc5a3,6fa9d0e0-acd0-4a8d-a893-650c7ed0e8c2,9335abf1-2ac0-4835-ac68-11b02838ebf7
84,test,verb,0,target_verb_att0_opp,[wug],[wugs],slips,slip,The sturdy [wug],The sturdy [wugs],The sturdy [wug] slips,The sturdy [wug] slip,The sturdy [wugs] slip,The sturdy [wugs] slips,7,7,dad75f47-98aa-4aa7-a672-35cb8f65bd5e,2a51fc14-ac7e-4a20-88a6-10cb86f8aabd,e7ddb69f-42af-4f5a-8170-8098a45c91ff
85,test,verb,0,target_verb_att0_opp,[wug],[wugs],digs,dig,The gentle [wug],The gentle [wugs],The gentle [wug] digs,The gentle [wug] dig,The gentle [wugs] dig,The gentle [wugs] digs,7,7,e0c7febf-6de0-409d-a50e-c7e5e22e4fad,a8732222-7336-4ee6-a9fb-ae05a06e120a,f8ec999a-a2d2-473d-8f46-219ceeab630b
86,test,verb,0,target_verb_att0_opp,[wug],[wugs],carries,carry,The strange [wug],The strange [wugs],The strange [wug] carries,The strange [wug] carry,The strange [wugs] carry,The strange [wugs] carries,7,7,a46ecdbb-b39a-46b0-ac52-5ba42e3de4f4,2ff9fd78-0874-4abc-bfdd-ba59946e83de,fe306407-5295-4b32-bc78-54a19cefdf15
87,test,verb,0,target_verb_att0_opp,[wug],[wugs],recognizes,recognize,The gentle [wug],The gentle [wugs],The gentle [wug] recognizes,The gentle [wug] recognize,The gentle [wugs] recognize,The gentle [wugs] recognizes,7,7,7b8b967b-2436-4ee1-9198-712841cdf485,f58a2dcf-51a6-4479-a7f4-4b820e4e5d6e,7a0f3e22-97df-40b3-aa6c-a72fd4d25f6e
88,test,verb,0,target_verb_att0_opp,[wug],[wugs],banks,bank,The restless [wug],The restless [wugs],The restless [wug] banks,The restless [wug] bank,The restless [wugs] bank,The restless [wugs] banks,7,7,c8d1512c-3d2e-488d-a279-e64c8850d683,f522972d-f163-425b-8bbf-361e66e834d3,577bd5d6-8955-451c-a746-c6c3c3933915
89,test,verb,0,target_verb_att0_opp,[wug],[wugs],lands,land,The restless [wug],The restless [wugs],The restless [wug] lands,The restless [wug] land,The restless [wugs] land,The restless [wugs] lands,7,7,77ea6e51-606e-42ce-b3ec-065e0210c252,1f59d225-dab3-40c6-93c9-8223e31372c9,f83fa837-42f4-4ac8-a4ef-c9c58ba22b3f
90,test,verb,0,target_verb_att0_opp,[wug],[wugs],tears,tear,The bold [wug],The bold [wugs],The bold [wug] tears,The bold [wug] tear,The bold [wugs] tear,The bold [wugs] tears,7,7,ceaecadf-4f0c-4df7-b64a-e538bb35f01f,f3882eb8-3c9a-43bf-b771-f2790b499192,b601f8f5-5294-4c85-acfa-e8f8f90ecfce
91,test,verb,0,target_verb_att0_opp,[wug],[wugs],presses,press,The lively [wug],The lively [wugs],The lively [wug] presses,The lively [wug] press,The lively [wugs] press,The lively [wugs] presses,7,7,3777984f-c7c7-44e6-9bbb-0b03a27017fd,36d620f1-faca-4948-a434-bdd8478cca21,95220071-4eb4-488f-a431-7c373ac21466
92,test,verb,0,target_verb_att0_opp,[wug],[wugs],meets,meet,The strange [wug],The strange [wugs],The strange [wug] meets,The strange [wug] meet,The strange [wugs] meet,The strange [wugs] meets,7,7,41eaf1ae-1196-44c1-bfa9-59507a03c1fc,869b4ddc-84e1-4fd6-b4cb-c20eee9e374a,a60741e9-2fa3-4ce4-8191-ccbe1825da9d
93,test,verb,0,target_verb_att0_opp,[wug],[wugs],spills,spill,The tiny [wug],The tiny [wugs],The tiny [wug] spills,The tiny [wug] spill,The tiny [wugs] spill,The tiny [wugs] spills,7,7,b436101c-5ee9-421a-b162-6a981ed47c9e,7e72dd65-a966-4499-803b-784d9c24e3e5,2ae02f11-94b0-48fb-82dd-ac3711b07ae6
94,test,verb,0,target_verb_att0_opp,[wug],[wugs],drops,drop,The round [wug],The round [wugs],The round [wug] drops,The round [wug] drop,The round [wugs] drop,The round [wugs] drops,7,7,c2ebf891-f80a-42d7-8b74-c3adbfb84517,3f8a787d-6641-400e-b158-cc169bf625bc,0b7a3c4d-e4c8-4441-bf22-c20e028ed47f
95,test,verb,0,target_verb_att0_opp,[wug],[wugs],investigates,investigate,The wary [wug],The wary [wugs],The wary [wug] investigates,The wary [wug] investigate,The wary [wugs] investigate,The wary [wugs] investigates,7,7,b9d1de9e-4a10-4ebf-a581-af855f155744,ed2eea1d-f828-4629-a14e-c91256b44610,ccc5ab56-ecdd-4029-9dba-e1a4e517a561
96,test,verb,0,target_verb_att0_opp,[wug],[wugs],is,are,The shy [wug],The shy [wugs],The shy [wug] is,The shy [wug] are,The shy [wugs] are,The shy [wugs] is,7,7,3408fd64-c560-4c02-9b45-528e1d1e5e1a,a190df6a-a2ef-4bdf-b716-d3eb3a06f6dd,75c8c3ef-f907-4344-8b35-292ffd3787c8
97,test,verb,0,target_verb_att0_opp,[wug],[wugs],appears,appear,The curious [wug],The curious [wugs],The curious [wug] appears,The curious [wug] appear,The curious [wugs] appear,The curious [wugs] appears,7,7,a4a9878a-1a62-4d41-a0b2-fd4d19a258a7,f72a223c-b2a6-404d-8945-da667383f304,59533281-1972-43d9-ab4b-5eb0b71df579
98,test,verb,0,target_verb_att0_opp,[wug],[wugs],digs,dig,The fierce [wug],The fierce [wugs],The fierce [wug] digs,The fierce [wug] dig,The fierce [wugs] dig,The fierce [wugs] digs,7,7,6ed48bb2-1a6a-4d25-8b8d-d3279da6a694,9757b46c-115f-423d-910c-20e1d530b514,fca584f8-c61d-428f-aacd-f7e1c2487033
99,test,verb,0,target_verb_att0_opp,[wug],[wugs],catches,catch,The round [wug],The round [wugs],The round [wug] catches,The round [wug] catch,The round [wugs] catch,The round [wugs] catches,7,7,18f6cad2-4b9f-4efc-9baa-00a376e620a9,47467f3c-38a5-425a-8afe-fb8c2ae6c942,5ea7e543-349f-4126-92e6-ef7d7efcb41b
100,test,verb,0,target_verb_att0_opp,[wug],[wugs],builds,build,The round [wug],The round [wugs],The round [wug] builds,The round [wug] build,The round [wugs] build,The round [wugs] builds,7,7,316ef44b-e441-4253-a54c-0a5b403806f6,5f650ef5-1c2d-46b5-88b2-1fb60164ff3d,86d97d91-d062-42f8-9f15-edc14b7105be
101,test,verb,0,target_verb_att0_opp,[wug],[wugs],investigates,investigate,The restless [wug],The restless [wugs],The restless [wug] investigates,The restless [wug] investigate,The restless [wugs] investigate,The restless [wugs] investigates,7,7,19ebcba2-a9f5-4277-b4d1-5ff6b989cf92,6b28c455-14bd-4764-a2cf-158b469fe865,d8267ad9-6cb2-4cc5-a7ab-80ebf0d0b1f5
102,test,verb,0,target_verb_att0_opp,[wug],[wugs],lands,land,The gentle [wug],The gentle [wugs],The gentle [wug] lands,The gentle [wug] land,The gentle [wugs] land,The gentle [wugs] lands,7,7,6db69ef9-ff8c-4e32-bdee-efd0e433434e,62527859-da91-49ce-94e0-3707c0defa80,e9d02e04-6aed-437b-ac45-552c348f7823
103,test,verb,0,target_verb_att0_opp,[wug],[wugs],lowers,lower,The tiny [wug],The tiny [wugs],The tiny [wug] lowers,The tiny [wug] lower,The tiny [wugs] lower,The tiny [wugs] lowers,7,7,f4e51b70-677c-48e7-a235-630f298dec7f,458587dc-878e-4f43-85bb-b0fc0568f037,a53516f6-d091-48b5-8e3f-e791843e48fc
104,test,verb,0,target_verb_att0_opp,[wug],[wugs],returns,return,The curious [wug],The curious [wugs],The curious [wug] returns,The curious [wug] return,The curious [wugs] return,The curious [wugs] returns,7,7,584438fa-52b0-422b-afc2-1e7a4036d96b,3e291404-d5c0-4010-86c3-6a875b79d8f3,00dbb589-2e4d-4183-91d4-a4de39c93d1a
105,test,verb,0,target_verb_att0_opp,[wug],[wugs],ignores,ignore,The round [wug],The round [wugs],The round [wug] ignores,The round [wug] ignore,The round [wugs] ignore,The round [wugs] ignores,7,7,c7b828a8-6cd5-4534-9351-f1762987f05b,cab74331-0910-4c1b-a7ac-024f5257cf4e,13fd8e10-1f23-43d4-b07e-3dbfa11f0b4f
106,test,verb,0,target_verb_att0_opp,[wug],[wugs],lifts,lift,The sturdy [wug],The sturdy [wugs],The sturdy [wug] lifts,The sturdy [wug] lift,The sturdy [wugs] lift,The sturdy [wugs] lifts,7,7,6b822033-25d2-4f4e-b753-361819f54bd9,d91d51b7-0a80-40e7-af59-83ba86dd94ab,e48daed9-ff2d-47b9-92aa-83270180f3d5
107,test,verb,0,target_verb_att0_opp,[wug],[wugs],leads,lead,The sturdy [wug],The sturdy [wugs],The sturdy [wug] leads,The sturdy [wug] lead,The sturdy [wugs] lead,The sturdy [wugs] leads,7,7,795ae450-5f72-450c-a3cb-afd19e493954,e02e506b-16c9-4e3e-87ff-4e2bf99a1d5d,00765534-152c-4468-bb89-28c57f666c72
108,test,verb,0,target_verb_att0_opp,[wug],[wugs],gathers,gather,The clumsy [wug],The clumsy [wugs],The clumsy [wug] gathers,The clumsy [wug] gather,The clumsy [wugs] gather,The clumsy [wugs] gathers,7,7,cd329957-df59-45d1-8279-6ddf45ff69aa,90d17e7f-e422-42a0-a8b9-ad1dd3c93350,e347fb9a-119e-4fc7-aedb-1c6c8bde482f
109,test,verb,0,target_verb_att0_opp,[wug],[wugs],challenges,challenge,The restless [wug],The restless [wugs],The restless [wug] challenges,The restless [wug] challenge,The restless [wugs] challenge,The restless [wugs] challenges,7,7,4ba7dca7-9c4f-46b5-9f12-660bb278bac2,bb805ccb-827a-4a83-9fcc-5228374c798b,9146b4ec-60d0-4262-a646-41be131b51f5
110,test,verb,0,target_verb_att0_opp,[wug],[wugs],watches,watch,The bold [wug],The bold [wugs],The bold [wug] watches,The bold [wug] watch,The bold [wugs] watch,The bold [wugs] watches,7,7,63d3fa12-9851-4c54-93c6-3523e69e0235,e41407f3-204f-4603-824c-9d2fd9cc0999,70779dda-b794-472a-997e-c37b26ea7d1c
111,test,verb,0,target_verb_att0_opp,[wug],[wugs],rows,row,The graceful [wug],The graceful [wugs],The graceful [wug] rows,The graceful [wug] row,The graceful [wugs] row,The graceful [wugs] rows,7,7,e215e381-63f1-4693-b299-137573885c7f,d4af7708-01f4-44f3-9ec9-2f1db9621dce,1357b8d9-c2fd-4338-b062-8bb751d91124
112,test,verb,0,target_verb_att0_opp,[wug],[wugs],dashes,dash,The tiny [wug],The tiny [wugs],The tiny [wug] dashes,The tiny [wug] dash,The tiny [wugs] dash,The tiny [wugs] dashes,7,7,071c2062-97a9-4a57-a2ca-4e64fa817150,f34a223d-460f-4a0a-9455-5533ca7a931d,8587a45a-4c47-40ac-a162-6366b0e282a7
113,test,verb,0,target_verb_att0_opp,[wug],[wugs],returns,return,The wary [wug],The wary [wugs],The wary [wug] returns,The wary [wug] return,The wary [wugs] return,The wary [wugs] returns,7,7,094104ec-1bef-40b5-b0b7-a6098c443bbf,7e64f566-1a37-4c61-bde2-f019ea19ae37,9504527b-6f22-47a9-9090-4d0529e9a66f
114,test,verb,0,target_verb_att0_opp,[wug],[wugs],picks,pick,The sturdy [wug],The sturdy [wugs],The sturdy [wug] picks,The sturdy [wug] pick,The sturdy [wugs] pick,The sturdy [wugs] picks,7,7,19658098-07ec-4187-9f27-fe1df3a17cc3,223854f5-40f9-4316-a836-69af76513167,cf75cc52-3c3a-47c1-a372-8ac94659910c
115,test,verb,0,target_verb_att0_opp,[wug],[wugs],follows,follow,The round [wug],The round [wugs],The round [wug] follows,The round [wug] follow,The round [wugs] follow,The round [wugs] follows,7,7,37b9c2d9-c8f1-42fc-9b23-df3b1ec91646,52ec65fa-facc-41b2-bf6f-4233c90c511f,a5b7ae55-7b11-4620-9a48-3c86ce7853d9
116,test,verb,0,target_verb_att0_opp,[wug],[wugs],shares,share,The clever [wug],The clever [wugs],The clever [wug] shares,The clever [wug] share,The clever [wugs] share,The clever [wugs] shares,7,7,96c89e05-8326-4c5e-a4c1-8e3745f1950b,0af664f5-c943-4b6a-9aad-8d5d730c069f,caf0bb4c-21bf-427f-ba54-a4234347c3ca
117,test,verb,0,target_verb_att0_opp,[wug],[wugs],surrounds,surround,The tiny [wug],The tiny [wugs],The tiny [wug] surrounds,The tiny [wug] surround,The tiny [wugs] surround,The tiny [wugs] surrounds,7,7,e6b35ecd-7040-46d2-9b8e-fb1bb6fd7f58,020f834e-0a2f-4103-b799-596057abb0e1,03ad9186-cde4-442f-a159-43fea7acb2ad
118,test,verb,0,target_verb_att0_opp,[wug],[wugs],leads,lead,The lively [wug],The lively [wugs],The lively [wug] leads,The lively [wug] lead,The lively [wugs] lead,The lively [wugs] leads,7,7,87d7bd9b-7857-4b79-a87b-aa4a7713291f,dcb30060-390d-43bf-be8d-1b61d8cbeb79,1562f84d-5153-47ca-89bf-36a95c87d474
119,test,verb,0,target_verb_att0_opp,[wug],[wugs],carries,carry,The lively [wug],The lively [wugs],The lively [wug] carries,The lively [wug] carry,The lively [wugs] carry,The lively [wugs] carries,7,7,b35944c8-d3e1-42f1-aca7-c41f61a16497,75c2bdae-a748-45aa-a24c-669f0266c1e8,2dacfa92-529c-48bc-8a4c-418a65de61f8
120,test,verb,0,target_verb_att0_opp,[wug],[wugs],knows,know,The sturdy [wug],The sturdy [wugs],The sturdy [wug] knows,The sturdy [wug] know,The sturdy [wugs] know,The sturdy [wugs] knows,7,7,4794df71-6154-464b-af4f-26b97fb33f37,014923eb-48eb-4370-8dbb-1119b5407c23,a71fad0f-90fd-4430-9976-ac222940b3b1
121,test,verb,0,target_verb_att0_opp,[wug],[wugs],slips,slip,The clumsy [wug],The clumsy [wugs],The clumsy [wug] slips,The clumsy [wug] slip,The clumsy [wugs] slip,The clumsy [wugs] slips,7,7,b9a23251-1a47-4bd5-8900-c612dac9d624,67569464-1f53-4399-a347-caa71853090a,c39ebf6f-9b7c-445f-a63b-08ea67c60327
122,test,verb,0,target_verb_att0_opp,[wug],[wugs],slips,slip,The shy [wug],The shy [wugs],The shy [wug] slips,The shy [wug] slip,The shy [wugs] slip,The shy [wugs] slips,7,7,24ee15ef-a3cf-44d6-b42e-6d2e806537fe,cba44a1e-1467-4dab-9642-d5afe393b1fe,442335cd-beaf-4793-a89b-78d5cf610b16
123,test,verb,0,target_verb_att0_opp,[wug],[wugs],searches,search,The clumsy [wug],The clumsy [wugs],The clumsy [wug] searches,The clumsy [wug] search,The clumsy [wugs] search,The clumsy [wugs] searches,7,7,4c87cb8f-1cac-471e-93f1-3bbf3ee85e6d,9c4a4697-cdbc-487f-a943-abfa0dda95f4,ce8f771c-6ab9-4e03-adc5-eff26c38d126
124,test,verb,0,target_verb_att0_opp,[wug],[wugs],returns,return,The lively [wug],The lively [wugs],The lively [wug] returns,The lively [wug] return,The lively [wugs] return,The lively [wugs] returns,7,7,b94a62a4-4704-4eef-bb6c-8b0aa0e3240d,bbd6feac-e4df-4469-9519-007301af6e5b,40fea258-ac42-4423-8668-c1d41f20dc63
125,test,verb,0,target_verb_att0_opp,[wug],[wugs],banks,bank,The clumsy [wug],The clumsy [wugs],The clumsy [wug] banks,The clumsy [wug] bank,The clumsy [wugs] bank,The clumsy [wugs] banks,7,7,397a264b-99cb-496c-a546-df93b8b1d093,6fc1d4b3-56d9-435b-a867-90904bb2159b,be9890e7-218c-492e-90c2-c7b0bbacef2e
126,test,verb,0,target_verb_att0_opp,[wug],[wugs],enters,enter,The clumsy [wug],The clumsy [wugs],The clumsy [wug] enters,The clumsy [wug] enter,The clumsy [wugs] enter,The clumsy [wugs] enters,7,7,6e3afceb-3ac3-4001-8bd0-8cfa52b457ad,721a156d-f931-4045-921e-985cfc7b5623,10aec46e-9032-4b3a-a212-357202a2519f
127,test,verb,0,target_verb_att0_opp,[wug],[wugs],emerges,emerge,The gentle [wug],The gentle [wugs],The gentle [wug] emerges,The gentle [wug] emerge,The gentle [wugs] emerge,The gentle [wugs] emerges,7,7,e790ceb0-0fae-4144-8483-b03912f5d6cc,3a2041aa-ed34-414b-a7f6-0c753ffb0174,ea29a5ba-747b-4d3d-b610-59714da35f64
128,test,verb,0,target_verb_att0_opp,[wug],[wugs],spins,spin,The spotted [wug],The spotted [wugs],The spotted [wug] spins,The spotted [wug] spin,The spotted [wugs] spin,The spotted [wugs] spins,7,7,fba899ba-2b5d-4636-be7e-a524af3b5bfa,f7533161-1c51-4b8c-a7a4-7f5f440b6640,b1f30ae1-8359-48c0-a73a-1e6ddb70ebc1
129,test,verb,0,target_verb_att0_opp,[wug],[wugs],jumps,jump,The curious [wug],The curious [wugs],The curious [wug] jumps,The curious [wug] jump,The curious [wugs] jump,The curious [wugs] jumps,7,7,b633b8dd-3fb7-4476-91ac-ca4fa428e6fb,ba7920e5-482e-44ab-ac29-32677dad6501,3a04d60b-4938-48ef-af35-b75b55715b1a
130,test,verb,0,target_verb_att0_opp,[wug],[wugs],poses,pose,The sturdy [wug],The sturdy [wugs],The sturdy [wug] poses,The sturdy [wug] pose,The sturdy [wugs] pose,The sturdy [wugs] poses,7,7,62423c39-a494-4982-b57a-5fcf7156e6d1,0615844f-5114-43c3-9941-41f2469f145e,debc4536-b7b9-4b3e-8037-11598ac6c008
131,test,verb,0,target_verb_att0_opp,[wug],[wugs],dives,dive,The gentle [wug],The gentle [wugs],The gentle [wug] dives,The gentle [wug] dive,The gentle [wugs] dive,The gentle [wugs] dives,7,7,9f689456-a625-4400-9c8b-62fb62793cbc,4f9284c0-0a8d-4418-bcbd-f3e1ba908baa,8a022038-6628-4b0e-9d37-31f1b10e15e3
132,test,verb,0,target_verb_att0_opp,[wug],[wugs],rolls,roll,The strange [wug],The strange [wugs],The strange [wug] rolls,The strange [wug] roll,The strange [wugs] roll,The strange [wugs] rolls,7,7,c8fd75c9-ad9a-425e-8090-bde9924a1fb6,64019aaf-0162-42b3-a879-e7f425ebb601,93a6d612-6487-4ca5-9871-a782c44eb13e
133,test,verb,0,target_verb_att0_opp,[wug],[wugs],sings,sing,The bold [wug],The bold [wugs],The bold [wug] sings,The bold [wug] sing,The bold [wugs] sing,The bold [wugs] sings,7,7,325a907e-2ac3-46a6-bca1-6c6015292cde,67d8f729-031b-4c72-b9ef-6c647cb71da3,978a0559-665a-40cb-b2db-27d699961ff3
134,test,verb,0,target_verb_att0_opp,[wug],[wugs],sings,sing,The clever [wug],The clever [wugs],The clever [wug] sings,The clever [wug] sing,The clever [wugs] sing,The clever [wugs] sings,7,7,4eeaab09-da3e-49c5-b893-98a8e60922d9,d65fe643-7ea8-4a9e-96a5-fffd54ea7866,a6e75989-5bd0-4671-bc4d-4271c2f9dc8f
135,test,verb,0,target_verb_att0_opp,[wug],[wugs],circles,circle,The graceful [wug],The graceful [wugs],The graceful [wug] circles,The graceful [wug] circle,The graceful [wugs] circle,The graceful [wugs] circles,7,7,3626ed1d-6413-496e-ac50-c66907a8ba58,b8ceb0ba-08d7-4d62-a41c-a0f38b3ff5e5,f071d3b3-b09d-416e-a6b2-0be76be2d719
136,test,verb,0,target_verb_att0_opp,[wug],[wugs],is,are,The fierce [wug],The fierce [wugs],The fierce [wug] is,The fierce [wug] are,The fierce [wugs] are,The fierce [wugs] is,7,7,0d030495-2b03-463f-b40f-b0cae204347c,3d227b8a-3a0a-4815-8af5-a52edaf1afcc,81e7c60e-63b3-4251-8835-cee66281084e
137,test,verb,0,target_verb_att0_opp,[wug],[wugs],stares,stare,The curious [wug],The curious [wugs],The curious [wug] stares,The curious [wug] stare,The curious [wugs] stare,The curious [wugs] stares,7,7,0c3d51ae-5bf1-4a11-a4c7-8a536ff6c256,dba6dab5-55ec-4989-baad-6c06bc2605fb,f807dd99-0333-4fc2-a482-a5fc58231a46
138,test,verb,0,target_verb_att0_opp,[wug],[wugs],flips,flip,The bold [wug],The bold [wugs],The bold [wug] flips,The bold [wug] flip,The bold [wugs] flip,The bold [wugs] flips,7,7,a486323f-b0bc-4a9a-bfc7-0adb8a3baf28,046ed0af-83fe-438c-82df-146bbec6d943,61222319-07e4-4542-bf41-4da43e43b82a
139,test,verb,0,target_verb_att0_opp,[wug],[wugs],catches,catch,The clever [wug],The clever [wugs],The clever [wug] catches,The clever [wug] catch,The clever [wugs] catch,The clever [wugs] catches,7,7,4543ae99-bd08-4f47-9855-58d1d8b97d30,737d3d7f-7f43-4950-bb3b-dd224925ce5c,4050cf17-74d5-4106-8769-5f062f4d472e
140,test,verb,0,target_verb_att0_opp,[wug],[wugs],sleeps,sleep,The wary [wug],The wary [wugs],The wary [wug] sleeps,The wary [wug] sleep,The wary [wugs] sleep,The wary [wugs] sleeps,7,7,74072673-0d3e-4483-bc50-f5e2d01e70f9,88b1dc56-443f-4089-af6b-b6b3921ac009,ab5fee7c-d346-4518-a647-deeb35bd2ab2
141,test,verb,0,target_verb_att0_opp,[wug],[wugs],drops,drop,The clever [wug],The clever [wugs],The clever [wug] drops,The clever [wug] drop,The clever [wugs] drop,The clever [wugs] drops,7,7,bed01579-09fd-42e1-aa9c-9e744189472a,46e66be7-c1ac-4943-8dc6-410a50a9b161,b94487e9-5290-4245-8df4-35b0a0c9f7bf
142,test,verb,0,target_verb_att0_opp,[wug],[wugs],plays,play,The shy [wug],The shy [wugs],The shy [wug] plays,The shy [wug] play,The shy [wugs] play,The shy [wugs] plays,7,7,1a785277-883b-4bf6-8b33-04512c957cb3,293d4ef0-c80b-41f7-9b1c-941cf2bf1d3e,d8e52e57-df65-4d54-8163-13bc05c915cd
143,test,verb,0,target_verb_att0_opp,[wug],[wugs],swims,swim,The gentle [wug],The gentle [wugs],The gentle [wug] swims,The gentle [wug] swim,The gentle [wugs] swim,The gentle [wugs] swims,7,7,a58dae53-3972-497d-a07c-28810dd0b21b,052906d4-0962-406c-8969-eed76eadc8a3,5834bd6b-8ebb-495e-88c5-f08b8c952d0b
144,test,verb,0,target_verb_att0_opp,[wug],[wugs],raises,raise,The strange [wug],The strange [wugs],The strange [wug] raises,The strange [wug] raise,The strange [wugs] raise,The strange [wugs] raises,7,7,01ae3ec1-f70c-4388-9a8d-4da9c67eb607,0189c9b4-e217-486e-b259-797934dd53e3,a3789395-a3d5-40aa-b53a-1f5e548925d4
145,test,verb,0,target_verb_att0_opp,[wug],[wugs],spins,spin,The restless [wug],The restless [wugs],The restless [wug] spins,The restless [wug] spin,The restless [wugs] spin,The restless [wugs] spins,7,7,f0127c07-7355-43f6-b9cf-e3087048e496,264329ac-fdab-4866-912a-a9b52f869bb9,c5fea9bf-8b09-400d-960c-78f4fb65fad6
